title,author,image,desc,download_link,pages,publisher,year,language,file
Principles Of Global Supply Chain Management,Yui-yip Lau,https://covers.zlibcdn2.com/covers100/books/2e/d4/81/2ed481f506d5de4de2a1090d8c59f4ad.jpg,"
                    Supply chain management is the cornerstone of the competitive strategies of many presentday organizations and has evolved from the operational to the strategic level. Understanding this, Principles of Global Supply Chain Management offers a comprehensive insight into the global supply chain sector—analyzing the strategic, operational and financial aspects of the industry, and addressing the key elements in the management of global supply chains. The key topics of each chapter demonstrate a variety of fundamental issues in the supply chain industry: What are supply chain markets? What is the supply chain cost structure? What are supply chain strategies? How do supply chain firms design and implement strategies? What are the key roles of logistics service providers, logistics education operators and logistics associations? How should supply chain operations be managed? How is a sustainable and innovative supply chain structure created? Comparative practical case studies from Asia, North America and Latin America lend weight to the chapters.                ",https://1lib.in/dl/5285079/139991,218,Anthem Press (NBN),2019,english,"PDF, 14.87 MB"
"Principles of Corporate Finance (Finance, Insurance, and Real Estate)",Brealey R.,https://covers.zlibcdn2.com/covers100/books/ec/13/6c/ec136c6c6ea71a6516e0ffca05f84f11.jpg,"
                    McGraw-Hill/Irwin – 2010, 968 pages, 10th EditionISBN: 0073530735, 9780073530734Principles of Corporate Finance is the worldwide leading text that describes the theory and practice of corporate finance. Throughout the book, the authors show how managers use financial theory to solve practical problems and as a way to respond to change by showing not just how, but why companies and management act as they do. This text is a valued reference for thousands of practicing financial managers. The Tenth Edition has been rewritten, refreshed, and fully updated to reflect the recent financial crisis and is now accompanied by Connect Finance, an exciting new homework management system.While book choices vary among schools, method does not. Every school so far expresses a firm preference for NPV analysis over its alternatives. If you find a book that anchors its analysis in NPV and is clear about its proper use and limitations, that book will serve you well. Brealey, Myers, & Allen do not have the only book in this category, but they have a very good one. Its popularity is warranted.                ",https://1lib.in/dl/2980319/e7b04c,Unknown,Unknown,Unknown,english,"PDF, 12.67 MB"
"Principles of database management : the practical guide to storing, managing and analyzing big and small data",Baesens,https://covers.zlibcdn2.com/covers100/books/51/22/c5/5122c591ce001b6a8c818577b06841be.jpg,Unknown,https://1lib.in/dl/3676351/52fac2,784,Cambridge University Press,2018,english,"EPUB, 13.92 MB"
Principles of Risk Management and Insurance,George E. Rejda,https://covers.zlibcdn2.com/covers100/books/86/c0/07/86c0078a92c7cc1c99b24d41d388d02b.jpg,"
Intended primarily for undergraduate courses in Risk Management and Insurance, this text also provides practical content to current and aspiring industry professionals.  Principles of Risk Management and Insurance is the market-leading text, focusing primarily on the consumers of insurance, and blending basic risk management and insurance principles with consumer considerations. The twelfth edition provides an in-depth treatment of major risk management and insurance topics. Coverage includes a discussion of basic concepts of risk and insurance, introductory and advanced topics in risk management, functional and financial operations of insurers, legal principles, life and health insurance, property and liability insurance, employee benefits, and social insurance. In addition, the new Affordable Care Act is discussed in depth. ",https://1lib.in/dl/2316397/7521af,720,Prentice Hall,2013,english,"PDF, 13.47 MB"
10 Principles of Modern Marketing,Kevin Lane Keller & Ann Lewnes,https://covers.zlibcdn2.com/covers100/books/54/6a/be/546abe52a25417ecf685fc73a4417c67.jpg,Unknown,https://1lib.in/dl/5404557/741679,12,MIT Sloan Management Review,2019,english,"EPUB, 634 KB"
Principles of Contemporary Corporate Governance  ,Jean Jacques du Plessis,https://covers.zlibcdn2.com/covers100/books/96/3e/e8/963ee86de76bde39bdd8d6dcf0d243a3.jpg,"
                    Principles of Contemporary Corporate Governance, Second Edition, provides a concise presentation of vital topics and emerging themes in corporate governance within the private sector, while maintaining the key elements of the successful first edition. This definitive book not only exposes the fundamental principles of corporate governance, it builds upon them by illustrating how they are applied. It includes several prominent case studies, and directors' duties and liability are illustrated by drawing on the most recent Australian court cases. Although grounded in Australian corporate governance, the book will appeal to practitioners and students of law and business management internationally. Principles of corporate governance are explicated for readers in all jurisdictions, with specific reference to the Global Financial Crisis (GFC) and the implications for corporate governance developments in the future.                ",https://1lib.in/dl/1197836/98efb9,510,Cambridge University Press,2011,english,"PDF, 2.32 MB"
Principles and practice of stress management,Paul M. Lehrer PhD,https://covers.zlibcdn2.com/covers100/books/2b/55/14/2b55144efd5ea5e63412d632b36b643f.jpg,"
Structured for optimal use as a clinical reference and text, this comprehensive work reviews effective stress management techniques and their applications for treating psychological problems and enhancing physical health and performance. Leading experts present in-depth descriptions of progressive relaxation, hypnosis, biofeedback, meditation, cognitive methods, and other therapies. Tightly edited chapters examine each method's theoretical and empirical underpinnings and provide step-by-step guidelines for assessment and implementation, illustrated with detailed case examples. The volume also explains basic mechanisms of stress and relaxation and offers research-based guidance for improving treatment outcomes.  ",https://1lib.in/dl/700135/fbc8d7,752,Guilford Press,2007,english,"PDF, 4.47 MB"
Mathematical methods for physics and engineering,K. F. Riley,https://covers.zlibcdn2.com/covers100/books/7b/aa/06/7baa06c90d48de1c4619b8a94040395b.jpg,"
                    The third edition of this highly acclaimed undergraduate textbook is suitable for teaching all the mathematics for an undergraduate course in any of the physical sciences. As well as lucid descriptions of all the topics and many worked examples, it contains over 800 exercises. New stand-alone chapters give a systematic account of the 'special functions' of physical science, cover an extended range of practical applications of complex variables, and give an introduction to quantum operators. Further tabulations, of relevance in statistics and numerical integration, have been added. In this edition, half of the exercises are provided with hints and answers and, in a separate manual available to both students and their teachers, complete worked solutions. The remaining exercises have no hints, answers or worked solutions and can be used for unaided homework; full solutions are available to instructors on a password-protected web site, www.cambridge.org/9780521679718.                ",https://1lib.in/dl/446208/d1ca8b,1363,Cambridge University Press,2006,english,"PDF, 7.25 MB"
Probability and Statistics: A Course for Physicists and Engineers,Arak M. Mathai,https://covers.zlibcdn2.com/covers100/books/f0/88/be/f088bec0274051c2cc1d0be7f161eb76.jpg,"
                    Aims and Scope:

This book offers an introduction to concepts of probability theory, probability distributions relevant in the applied sciences, as well as basics of sampling distributions, estimation and hypothesis testing. As a companion for classes for engineers and scientists, the book also covers applied topics such as model building and experiment design.

- Designed for students in engineering and physics with applications in mind.
- Proven by more than 20 years of teaching at institutions s.a. UN-affiliated Regional Centres for Space Science and Technology Education.
- Self-contained.                ",https://1lib.in/dl/3657835/226e6f,605,De Gruyter,2018,english,"PDF, 7.76 MB"
Advanced engineering mathematics with MATLAB,Dean G. Duffy,https://covers.zlibcdn2.com/covers100/books/c5/4c/4d/c54c4de9429c702c8307880fbfc4edaf.jpg,"
                    • Complex Variables, formerly Chapter 1, is now Chapter 10.
• A new Chapter 18: Itô’s Stochastic Calculus.
• Implements numerical methods using MATLAB, updated and expanded
• Takes into account the increasing use of probabilistic methods in engineering and the physical sciences
• Includes many updated examples, exercises, and projects drawn from the scientific and engineering literature
• Draws on the author’s many years of experience as a practitioner and instructor
• Gives answers to odd-numbered problems in the back of the book
• Offers downloadable MATLAB code at www.crcpress.com

Advanced Engineering Mathematics with MATLAB, Fourth Edition builds upon three successful previous editions. It is written for today’s STEM (science, technology, engineering, and mathematics) student. Three assumptions under lie its structure: (1) All students need a firm grasp of the traditional disciplines of ordinary and partial differential equations, vector calculus and linear algebra. (2) The modern student must have a strong foundation in transform methods because they provide the mathematical basis for electrical and communication studies. (3) The biological revolution requires an understanding of stochastic (random) processes. The chapter on Complex Variables, positioned as the first chapter in previous editions, is now moved to Chapter 10. The author employs MATLAB to reinforce concepts and solve problems that require heavy computation. Along with several updates and changes from the third edition, the text continues to evolve to meet the needs of today’s instructors and students.                ",https://1lib.in/dl/2871355/0fbc44,980,Chapman & Hall/CRC,2016,english,"PDF, 23.76 MB"
"A Student's Guide to Fourier Transforms: With Applications in Physics and Engineering, Third edition",J. F. James,https://covers.zlibcdn2.com/covers100/books/0b/c2/c5/0bc2c50399d5c1874fd72ce019bed5b7.jpg,Unknown,https://1lib.in/dl/1130911/bebce5,162,Cambridge University Press,2011,english,"PDF, 2.26 MB"
Numerical Methods for Solving Partial Differential Equations: A Comprehensive Introduction for Scientists and Engineers,George F. Pinder,https://covers.zlibcdn2.com/covers100/books/7c/02/2c/7c022c8b6e06eb0aec216d00acfbff0b.jpg,"
A comprehensive guide to numerical methods for simulating physical-chemical systemsThis book offers a systematic, highly accessible presentation of numerical methods used to simulate the behavior of physical-chemical systems. Unlike most books on the subject, it focuses on methodology rather than specific applications. Written for students and professionals across an array of scientific and engineering disciplines and with varying levels of experience with applied mathematics, it provides comprehensive descriptions of numerical methods without requiring an advanced mathematical background.Based on its author's more than forty years of experience teaching numerical methods to engineering students,Numerical Methods for Solving Partial Differential Equationspresents the fundamentals of all of the commonly used numerical methods for solving differential equations at a level appropriate for advanced undergraduates and first-year graduate students in science and engineering. Throughout, elementary examples show how numerical methods are used to solve generic versions of equations that arise in many scientific and engineering disciplines. In writing it, the author took pains to ensure that no assumptions were made about the background discipline of the reader.Covers the spectrum of numerical methods that are used to simulate the behavior of physical-chemical systems that occur in science and engineering Written by a professor of engineering with more than forty years of experience teaching numerical methods to engineers Requires only elementary knowledge of differential equations and matrix algebra to master the material Designed to teach students to understand, appreciate and apply the basic mathematics and equations on which Mathcad and similar commercial software packages are based Comprehensive yet accessible to readers with limited mathematical knowledge,Numerical Methods for Solving Partial DifferentialEquationsis an excellent text for advanced undergraduates and first-year graduate students in the sciences and engineering. It is also a valuable working reference for professionals in engineering, physics, chemistry, computer science, and applied mathematics.                ",https://1lib.in/dl/3692211/577c25,Unknown,Wiley,2018,english,"PDF, 5.49 MB"
Advanced Engineering Mathematics,Dennis G. Zill,https://covers.zlibcdn2.com/covers100/books/0f/c6/24/0fc6245f6872ea84594909892ce0222c.jpg,Unknown,https://1lib.in/dl/3350403/c0a5b2,1047,Jones & Bartlett,2016,english,"PDF, 24.65 MB"
"Advanced Engineering Mathematics, 10th Edition  ",Erwin Kreyszig,https://covers.zlibcdn2.com/covers100/books/d5/55/3f/d5553fea9f38f42ff4d7ffce06ad4844.jpg,"
                    Small error at SEC 1.1(Basic Concepts: Modeling), EXAMPLE 3: *c is missing in y'=0.2( )e^0.2t. The tenth edition of this bestselling text includes examples in more detail and more applied exercises; both changes are aimed at making the material more relevant and accessible to readers. Kreyszig introduces engineers and computer scientists to advanced math topics as they relate to practical problems. It goes into the following topics at great depth differential equations, partial differential equations, Fourier analysis, vector analysis, complex analysis, and linear algebra/differential equations. ",https://1lib.in/dl/1213502/6d528c,1283,Wiley,2011,english,"PDF, 21.48 MB"
Tensor Algebra and Tensor Analysis for Engineers,Mikhail Itskov,https://covers.zlibcdn2.com/covers100/books/93/83/c6/9383c60338576baa427008a3f7d23d7b.jpg,"
There is a large gap between the engineering course in tensor algebra on the one hand and the treatment of linear transformations within classical linear algebra on the other hand. The aim of the book is to bridge this gap by means of the consequent and fundamental exposition. The book is addressed primarily to engineering students with some initial knowledge of matrix algebra. Thereby the mathematical formalism is applied as far as it is absolutely necessary. Numerous exercises provided in the book are accompanied by solutions enabling an autonomous study. The last chapters of the book deal with modern developments in the theory of isotropic an anisotropic tensor functions and their applications to continuum mechanics and might therefore be of high interest for PhD-students and scientists working in this area.  In the last decades, the absolute notation for tensors has become widely accepted and is now a current state of the art for publications in solid and structural mechanics. This is opposed to a majority of books on tensor calculus referring to index notation. The latter one complicates the understanding of the matter especially for readers with initial knowledge. Thus, this book aims at being a modern textbook on tensor calculus for engineers in line with the contemporary way of scientific publications.  ",https://1lib.in/dl/443730/a36526,243,Springer,2007,english,"PDF, 1.25 MB"
Control Systems Engineering,Norman S. Nise,https://covers.zlibcdn2.com/covers100/books/d8/9f/fd/d89ffd2789223fd1b3d1811615d1b3ba.jpg,"
Control Systems Engineering, 7th Edition has become the top selling text for this course. It takes a practical approach, presenting clear and complete explanations. Real world examples demonstrate the analysis and design process, while helpful skill assessment exercises, numerous in-chapter examples, review  questions and problems reinforce key concepts. A new progressive problem, a solar energy  parabolic trough collector, is featured at the end of each chapter. Ten new simulated control lab experiments now complement the online resources that accompany the text. This edition also includes  Hardware Interface Laboratory experiments for use on the MyDAQ platform from National Instruments. A tutorial for MyDAQ is included as Appendix D.  ",https://1lib.in/dl/2648589/71422d,944,Wiley,2015,english,"PDF, 37.95 MB"
Applied Numerical Methods with MATLAB for Engineers and Scientists,Steven C. Chapra Dr.,https://covers.zlibcdn2.com/covers100/books/70/2a/7e/702a7e2af384c3fc4b236be799e3176d.jpg,"
                    Applied Numerical Methods with MATLAB is written for students who want to learn and apply numerical methods in order to solve problems in engineering and science. As such, the methods are motivated by problems rather than by mathematics. That said, sufficient theory is provided so that students come away with insight into the techniques and their shortcomings.
McGraw-Hill's Connect, is also available as an optional, add on item. Connect is the only integrated learning system that empowers students by continuously adapting to deliver precisely what they need, when they need it, how they need it, so that class time is more effective. Connect allows the professor to assign homework, quizzes, and tests easily and automatically grades and records the scores of the student's work. Problems are randomized to prevent sharing of answers an may also have a ""multi-step solution"" which helps move the students' learning along if they experience difficulty.                ",https://1lib.in/dl/3385643/4fb909,720,McGraw-Hill Education,2017,english,"PDF, 31.57 MB"
Student solutions manual for Mathematical methods for physics and engineering,K. F. Riley,https://covers.zlibcdn2.com/covers100/books/a1/90/1a/a1901a083704641865f484c94c86c861.jpg,"
                    Mathematical Methods for Physics and Engineering, Third Edition is a highly acclaimed undergraduate textbook that teaches all the mathematics for an undergraduate course in any of the physical sciences. As well as lucid descriptions of all the topics and many worked examples, it contains over 800 exercises. New stand-alone chapters give a systematic account of the 'special functions' of physical science, cover an extended range of practical applications of complex variables, and give an introduction to quantum operators. This solutions manual accompanies the third edition of Mathematical Methods for Physics and Engineering. It contains complete worked solutions to over 400 exercises in the main textbook, the odd-numbered exercises, that are provided with hints and answers. The even-numbered exercises have no hints, answers or worked solutions and are intended for unaided homework problems; full solutions are available to instructors on a password-protected web site, www.cambridge.org/9780521679718.                ",https://1lib.in/dl/540813/c2ba79,546,Cambridge University Press,2006,english,"PDF, 2.22 MB"
Applied Statistics and Probability for Engineers,Douglas C. Montgomery,https://covers.zlibcdn2.com/covers100/books/57/ca/36/57ca3651c10165f7b64ff0dadf4d4f10.jpg,"
                    Applied Statistics and Probability for Engineers provides a practical approach to probability and statistical methods. Students learn how the material will be relevant in their careers by including a rich collection of examples and problem sets that reflect realistic applications and situations. This product focuses on real engineering applications and real engineering solutions while including material on the bootstrap, increased emphasis on the use of p-value, coverage of equivalence testing, and combining p-values. The base content, examples, exercises and answers presented in this product have been meticulously checked for accuracy.                ",https://1lib.in/dl/3684942/43aff0,710,Wiley,2018,english,"PDF, 19.97 MB"
Schaum's Outline of Advanced Mathematics for Engineers and Scientists,Murray Spiegel,https://covers.zlibcdn2.com/covers100/books/0e/fe/a1/0efea10795b55ec63c501253027a735e.jpg,"
                    Tough Test Questions? Missed Lectures? Not Enough Time?  Fortunately for you, there's Schaum's.  More than 40 million students have trusted Schaum's Outlines to help them succeed in the classroom and on exams. Schaum's is the key to faster learning and higher grades in every subject. Each Outline presents all the essential course information in an easy-to-follow, topic-by-topic format. You also get hundreds of examples, solved problems, and practice exercises to test your skills.   This Schaum's Outline gives you:  Practice problems with full explanations that reinforce knowledge  Coverage of the most up-to-date developments in your course field  In-depth review of practices and applications   Fully compatible with your classroom text, Schaum's highlights all the important facts you need to know. Use Schaum's to shorten your study time-and get your best test scores!  Schaum's Outlines-Problem Solved.

CONTENTS
Chapter 1 REVIEW OF FUNDAMENTAL CONCEPTS 1

Chapter 2 ORDINARY DIFFERENTIAL EQUATIONS 38

Chapter 3 LINEAR DIFFERENTIAL EQUATIONS 71

Chapter 4 LAPLACE TRANSFORMS 98

Chapter 5 VECTOR ANALYSIS 121

Chapter 6 MULTIPLE, LINE AND SURFACE INTEGRALS AND
INTEGRAL THEOREMS 147

Chapter 7 FOURIER SERIES 182

Chapter 8 FOURIER INTEGRALS 201

Chapter 9 GAMMA, BETA AND OTHER SPECIAL FUNCTIONS 210

Chapter 10 BESSEL FUNCTIONS 224

Chapter 11 LEGENDRE FUNCTIONS AND OTHER
ORTHOGONAL FUNCTIONS 242

Chapter 12 PARTIAL DIFFERENTIAL EQUATIONS 258

Chapter 13 COMPLEX VARIABLES AND CONFORMAL MAPPING 286

Chapter 14 COMPLEX INVERSION FORMULA FOR
LAPLACE TRANSFORMS 324

Chapter 15 MATRICES 342

Chapter 16 CALCULUS OF VARIATIONS 375

INDEX 399                ",https://1lib.in/dl/2072584/215162,417,McGraw-Hill,2009,english,"PDF, 19.27 MB"
"Handbook in Monte Carlo Simulation: Applications in Financial Engineering, Risk Management, and Economics",Paolo Brandimarte,https://covers.zlibcdn2.com/covers100/books/81/5d/69/815d69c2f216c4a7935f61df8c22e60d.jpg,"
An accessible treatment of Monte Carlo methods, techniques, and applications in the field of finance and economicsProviding readers with an in-depth and comprehensive guide, the Handbook in Monte Carlo Simulation: Applications in Financial Engineering, Risk Management, and Economics presents a timely account of the applicationsof Monte Carlo methods in financial engineering and economics. Written by an international leading expert in thefield, the handbook illustrates the challenges confronting present-day financial practitioners and provides various applicationsof Monte Carlo techniques to answer these issues. The book is organized into five parts: introduction andmotivation; input analysis, modeling, and estimation; random variate and sample path generation; output analysisand variance reduction; and applications ranging from option pricing and risk management to optimization.The Handbook in Monte Carlo Simulation features:An introductory section for basic material on stochastic modeling and estimation aimed at readers who may need a summary or review of the essentialsCarefully crafted examples in order to spot potential pitfalls and drawbacks of each approachAn accessible treatment of advanced topics such as low-discrepancy sequences, stochastic optimization, dynamic programming, risk measures, and Markov chain Monte Carlo methodsNumerous pieces of R code used to illustrate fundamental ideas in concrete terms and encourage experimentationThe Handbook in Monte Carlo Simulation: Applications in Financial Engineering, Risk Management, and Economics is a complete reference for practitioners in the fields of finance, business, applied statistics, econometrics, and engineering, as well as a supplement for MBA and graduate-level courses on Monte Carlo methods and simulation. ",https://1lib.in/dl/2352582/c0ad58,688,Wiley,2014,english,"PDF, 29.27 MB"
Numerical Methods in Engineering with Python,Jaan Kiusalaas,https://covers.zlibcdn2.com/covers100/books/72/ee/a6/72eea65783cfde485e98cf67863fac97.jpg,"
                    Numerical Methods in Engineering with Python is a text for engineering students and a reference for practicing engineers, especially those who wish to explore the power and efficiency of Python. Examples and applications were chosen for their relevance to real world problems, and where numerical solutions are most efficient. Numerical methods are discussed thoroughly and illustrated with problems involving both hand computation and programming. Computer code accompanies each method and is available on the book web site. This code is made simple and easy to understand by avoiding complex bookkeeping schemes, while maintaining the essential features of the method. Python was chosen as the example language because it is elegant, easy to learn and debug, and its facilities for handling arrays are unsurpassed. Moreover, it is an open-source software package; free and available to all students and engineers. Explore numerical methods with Python, a great language for teaching scientific computation.                ",https://1lib.in/dl/462425/4aa042,433,Cambridge University Press,2010,english,"PDF, 7.06 MB"
Modern Control Engineering (5th Edition)  ,Katsuhiko Ogata,https://covers.zlibcdn2.com/covers100/books/86/2b/80/862b80f5e6ba8a03add69e3a94dbdab7.jpg,"
                    For senior or graduate-level students taking a first course in Control Theory (in departments of Mechanical, Electrical, Aerospace, and Chemical Engineering).     A comprehensive, senior-level textbook for control engineering.     Ogata’s Modern Control Engineering, 5/e, offers the comprehensive coverage of continuous-time control systems that all senior students must have, including frequency response approach, root-locus approach, and state-space approach to analysis and design of control systems. The text provides a gradual development of control theory, shows how to solve all computational problems with MATLAB, and avoids highly mathematical arguments. A wealth of examples and worked problems are featured throughout the text.     The new edition includes improved coverage of Root-Locus Analysis (Chapter 6) and Frequency-Response Analysis (Chapter 8). The author has also updated and revised many of the worked examples and end-of-chapter problems. This text is ideal for control systems engineers.                ",https://1lib.in/dl/1193802/71a413,905,Prentice Hall,2009,english,"PDF, 6.08 MB"
Design of Embedded Robust Control Systems Using MATLAB®/Simulink®,Petko Hristov Petkov,https://covers.zlibcdn2.com/covers100/books/5f/4a/d0/5f4ad0a074ee211b356373e765a2c8ba.jpg,"
                    This book explores the implementation of MATLAB(R) and Simulink(R) in the development of embedded robust control systems. Robust control theory allows for changes in a system whilst maintaining stability and performance. Applications of this technique are very important for dependable embedded systems, making technologies such as drones and other autonomous systems with sophisticated embedded controllers and systems relatively common-place.Three extended case studies are developed in depth: embedded control of a tank physical model; robust control of a miniature helicopter; and robust control of two-wheeled robots. These are taken from the area of motion control but the book may be also used by designers in other areas.Some knowledge of linear control theory is assumed and experience of C programming is desirable but to make the book accessible to engineers new to the field and to students, the authors avoid complicated mathematical proofs and overwhelming computer architecture technical details. All programs used in the examples and case studies will be freely downloadable to help with the assimilation of the book contents.This book is essential reading for engineers, developers, designers, industrial practitioners, scientists, and researchers in Control, Automation, Robotics, Mechatronics, Mechanical Engineering, Computing, and Electronics (with a focus on robust control systems and the design, modelling and implementation of embedded systems).                ",https://1lib.in/dl/3614456/13a45c,Unknown,Institution of Engineering & Technology,2018,english,"PDF, 48.98 MB"
Algebra-1: Course in Mathematics for the IIT-JEE and Other Engineering Entrance Examinations,Chaube,https://covers.zlibcdn2.com/covers100/books/00/07/5b/00075b0a474d58ca64dce67a21c09b97.png,"
                    Algebra 1 Course in Mathematics for the IIT-JEE and Other Engineering Exams by Chaube Pearson                ",https://1lib.in/dl/3518702/107014,369,Pearson Education India,2018,english,"PDF, 3.63 MB"
Advanced Engineering Mathematics - Solutions Manual,Erwin Kreyszig,https://covers.zlibcdn2.com/covers100/books/4a/0c/be/4a0cbebc61f031d61ff51528c19deb89.jpg,"
                    Introduces engineers, computer scientists, and physicists to advanced math topics as they relate to practical problems. The material is arranged into seven independent parts: ODE; Linear Algebra, Vector calculus; Fourier Analysis and Partial Differential Equations; Complex Analysis; Numerical methods; Optimization, graphs; Probability and Statistics.                ",https://1lib.in/dl/599944/0e6d59,314,Wiley,2006,english,"PDF, 19.28 MB"
