title,author,image,desc,download_link,pages,publisher,year,language,file
RF Circuit Design: Theory and Applications  ,Reinhold Ludwig,https://covers.zlibcdn2.com/covers100/books/18/5e/a6/185ea631dadc76df4dc6ff00bab5a28e.jpg,"
                    For upper-level Electrical Engineering introductory courses in RF Circuit Design and analog integratedcircuits.  This practical and comprehensive book introduces RF circuit design fundamentals with an emphasis on design methodologies. *Provides MATLAB routines to carry out simple transmission line computations and allow the graphical display of the resulting impedance behaviors as part of the Smith Chart. *Allows students to implement these software tools on their own PC. *All m-files will be included on a bound in CD-ROM. *Presents RF Amplifier Designs, including small and large signal designs, narrow versus broad band, low noise, and many others. *Provides students with useful broad-based knowledge of common amplifier designs used in the industry. *Discusses Matching Networks, such as T and P matching networks and single and double stub matching. It also includes Discrete and Microstrip Line matching techniques with computer simulations...*Presents Scattering parameterssuch as realistic listings of S-parameters for transistors and transmission line. *Highlights practical use of S-parameters in circuit design and performance evaluation.*  Features Smith Chart, including series and parallel connections of resistor, capacitor, and inductor networks. It also includes simulations in MATLAB to provide graphical display of circuit behavior and performance analysis. *Introduces the Smith Chart as a design tool to monitor electric behavior of circuits. *Introduces the generic forms of Oscillators and Mixers, including negative resistance condition, fixed-frequency, and YIG-tuned designs. *Explains the most common oscillator designs used in many RF systems. *Provides an overview of common filter types, including low, high, bandpass, Butterworth, and Chebyshev filters. *Provides design tools to enable students to develop a host of practically realizable filters. *Discusses the high-frequency behavior of common circuit components, including the behavior of resistors, capacitors, and inductors. *Helps students understand the difference of low versus high frequency responses. *Introduces the theory of distributed parameters through a discussion on Transmission Lines. This includes line parameters, sources and load terminations, and voltage and current waves.*  Outlines the need of distributed circuit theory in today's high frequency circuits. *Analyzes active/passive RF circuits through various network description models, especially the two-port network. This discussion also covers impedance, admittance, ABCD, h-parameter networks, and interrelations. *Includes a number of important pedagogical features-Intersperses examples throughout each chapter, and includes self-written MATLAB routines and circuit simulations by a commercial RF software package. *Assists students by clarifying and explaining the theoretical developments.                ",https://1lib.in/dl/1166634/d00598,653,Prentice Hall,2000,english,"PDF, 17.87 MB"
Instructors solution manual to electronic devices and circuit theory,Robert L.Boylestead,https://covers.zlibcdn2.com/covers100/books/87/10/e7/8710e7e0a645bae955b85f851a43bdee.jpg,Unknown,https://1lib.in/dl/963324/b4e864,372,Pearson Prentice Hall,2009,english,"PDF, 11.87 MB"
Electrical circuit theory,K  C  A Smith,https://covers.zlibcdn2.com/covers100/books/bc/d5/76/bcd5762403fab39722cbf5760c20999b.jpg,"
                    This is a comprehensive introduction to the theory of electrical circuits for students in the physical sciences taking a first course in electronics. The methods of circuit analysis are clearly explained and illustrated with the aid of numerous worked examples. Applications of the theory relevant to the fields of electronics, telecommunications and power systems are treated throughout ",https://1lib.in/dl/2033509/3406ab,594,Cambridge University Press,1990,english,"PDF, 13.57 MB"
Electronic Devices and Circuit Theory ,Robert L. Boylestad,https://covers.zlibcdn2.com/covers100/books/ec/d9/ba/ecd9baaf7cd51c0478fbd940d05127d0.jpg,"
                    Presents theories surrounding electronic devices & circuits particularly as they apply to the growing use of computers.  CD-ROM included.  DLC: Electronic circuits.                ",https://1lib.in/dl/601230/957081,934,Prentice Hall,1998,english,"PDF, 20.67 MB"
ELECTRONIC DEVICES AND CIRCUIT THEORY Lecturer Presentations,ROBERT L. BOYLESTAD,https://covers.zlibcdn2.com/covers100/books/fc/70/2d/fc702de21a2c5c968f3cec55b92185d7.jpg,"
                    Boylestad ELECTRONIC DEVICES AND CIRCUIT THEORY 
Lecturer Presentations in PDF.                ",https://1lib.in/dl/2483731/d71eef,Unknown,PEARSON,Unknown,english,"RAR, 13.61 MB"
Analog And Digital Circuits For Electronic Control System Applications,Jerry Luecke,https://covers.zlibcdn2.com/covers100/books/f3/54/bf/f354bf958470c1d00456e42536a9482f.jpg,"
                    Today's control system designers face an ever-increasing ""need for speed"" and accuracy in their system measurements and computations. New design approaches using microcontrollers and DSP are emerging, and designers must understand these new approaches, the tools available, and how best to apply them.  This practical text covers the latest techniques in microcontroller-based control system design, making use of the popular MSP430 microcontroller from Texas Instruments.  The book covers all the circuits of the system, including: Â· Sensors and their output signals Â· Design and application of signal conditioning circuits Â· A-to-D and D-to-A circuit design Â· Operation and application of the powerful and popular TI MSP430 microcontroller Â· Data transmission circuits Â· System power control circuitry  Written by an experienced microcontroller engineer and textbook author, the book is lavishly illustrated and includes numerous specific circuit design examples, including a fully tested and documented hands-on project using the MSP430 that makes use of the principles described. For students, engineers, technicians, and hobbyists, this practical text provides the answers you need to design modern control systems quickly and easily.                                         * Seasoned Texas Instruments designer provides a ground-up perspective on embedded control systems  * Pedagogical style provides a self-learning approach with examples, quizzes and review features  * CD-ROM contains source code and more!                ",https://1lib.in/dl/543925/ba2360,329,Newnes,2004,english,"PDF, 4.86 MB"
Schaum's outline of theory and problems of Boolean algebra and switching circuits,Elliott Mendelson,https://covers.zlibcdn2.com/covers100/books/e8/86/27/e886272f7ba2274f3becb81ea0496523.jpg,"
                    The treatment here of Boolean algebra, deeper than in most elementary texts, can serve as a supplement or an introduction to graduate-level study. The explanations of switching and logic circuits refer to combinatorial circuits. The theory in both of these areas is illustrated and amplified by many problems with detailed solutions, giving students a secure grounding. Supplementary problems provide a complete review of the material.                ",https://1lib.in/dl/2404004/1af99d,212,McGraw-Hill,1970,english,"DJVU, 2.16 MB"
Circuit Theory and Networks Analysis and Synthesis,Ravish R. Singh,https://covers.zlibcdn2.com/covers100/books/fc/46/64/fc4664ea8dce725c61ce5830e37dacd2.jpg,Unknown,https://1lib.in/dl/5470250/d21761,Unknown,McGraw-Hill Education,2018,english,"PDF, 13.80 MB"
Operational Amplifiers and Linear Integrated Circuits: Theory and Applications,James M. Fiore,https://covers.zlibcdn2.com/covers100/books/f5/b5/eb/f5b5ebf9f20c5af9088af24718948b63.jpg,Unknown,https://1lib.in/dl/3618380/4c6a53,591,Unknown,Unknown,english,"PDF, 13.08 MB"
Analog Circuit Theory and Filter Design in the Digital World: With an Introduction to the Morphological Method for Creative Solutions and Design,George S. Moschytz,https://covers.zlibcdn2.com/covers100/books/ff/0e/65/ff0e65164ef1c9b39c728e08bdba1335.jpg,"
This textbook is designed for graduate-level courses, and for self-study, in analog and sampled-data, including switched-capacitor, circuit theory and design for ongoing, or active electrical engineers, needing to become proficient in analog circuit design on a system, rather than on a device, level. After decades of experience in industry and teaching this material in academic settings, the author has extracted many of the most important and useful features of analog circuit theory and design and presented them in a manner that is easy to digest and utilize. The methodology and analysis techniques presented can be applied to areas well beyond those specifically addressed in this book. This book is meant to enable readers to gain a 'general knowledge' of one aspect of analog engineering (e.g., that of network theory, filter design, system theory and sampled-data signal processing). The presentation is self-contained and should be accessible to anyone with a first degree in electrical engineering. ",https://1lib.in/dl/5242378/ac36df,Unknown,Springer International Publishing,2019,english,"PDF, 58.06 MB"
"Digital Electronics, Volume 1: Combinational Logic Circuits",Tertulien Ndjountche,https://covers.zlibcdn2.com/covers100/books/bc/18/7c/bc187cf91b665e59296b5519480a49b7.jpg,"
                    Трёхтомный курс по цифровой электронике от издательства Wiley. В первых двух томах рассматриваются логические схемы, в третьем - конечные автоматы  Digital Electronics, Volume 1: Combinational Logic Circuits (1848219849 Digital Electronics, Volume 2: Sequential and Arithmetic Logic Circuits (1848219857) Digital Electronics, Volume 3: Finite-state Machines (1848219865)                ",https://1lib.in/dl/2747508/c1ee5d,276,Wiley-ISTE,2016,english,"PDF, 4.27 MB"
"Digital Electronics, Volume 2: Sequential and Arithmetic Logic Circuits",Tertulien Ndjountche,https://covers.zlibcdn2.com/covers100/books/ea/70/79/ea70796cf1080f2b30fbac9a38d7dc9f.jpg,"
                    Трёхтомный курс по цифровой электронике от издательства Wiley. В первых двух томах рассматриваются логические схемы, в третьем - конечные автоматы  Digital Electronics, Volume 1: Combinational Logic Circuits (1848219849 Digital Electronics, Volume 2: Sequential and Arithmetic Logic Circuits (1848219857) Digital Electronics, Volume 3: Finite-state Machines (1848219865)                ",https://1lib.in/dl/2758691/cbb200,330,Wiley-ISTE,2016,english,"PDF, 6.59 MB"
Digital Logic Circuit Analysis and Design  ,Victor P. Nelson,https://covers.zlibcdn2.com/covers100/books/e6/2f/8a/e62f8a6a98e110247451f0bf1e112245.jpg,"
                    For introductory digital logic design or computer engineering courses in electrical and computer engineering or computer science at the sophomore- or junior-level.  Many recent texts place instructors in the difficult position of chosing between authoritative, state-of-the art coverage and an approach that is highly supportive of student learning. This carefully developed text was widely praised by reviewers for both its great clarity and its rigor. The book balances theory and practice in depth without getting bogged down in excessive technical or mathematical language and has abundant coverage of current topics of interest, such as programmable devices, computer-aided design, and testability. An unusually large number of illustrations, examples, and problems help students gain a solid sense of how theory underlies practice.                ",https://1lib.in/dl/1217594/f82c0d,866,Prentice Hall,1995,english,"PDF, 15.00 MB"
An Introduction to Logic Circuit Testing (Synthesis Lectures on Digital Circuits and Systems),Parag K. Lala,https://covers.zlibcdn2.com/covers100/books/ce/0e/fd/ce0efd4bfce43c998f8a8b18f3ceadef.jpg,"
                    An Introduction to Logic Circuit Testing provides a detailed coverage of techniques for test generation and testable design of digital electronic circuits/systems. The material covered in the book should be sufficient for a course, or part of a course, in digital circuit testing for senior-level undergraduate and first-year graduate students in Electrical Engineering and Computer Science. The book will also be a valuable resource for engineers working in the industry. This book has four chapters. Chapter 1 deals with various types of faults that may occur in very large scale integration (VLSI)-based digital circuits. Chapter 2 introduces the major concepts of all test generation techniques such as redundancy, fault coverage, sensitization, and backtracking. Chapter 3 introduces the key concepts of testability, followed by some ad hoc design-for-testability rules that can be used to enhance testability of combinational circuits. Chapter 4 deals with test generation and response evaluation techniques used in BIST (built-in self-test) schemes for VLSI chips.    Table of Contents: Introduction / Fault Detection in Logic Circuits / Design for Testability / Built-in Self-Test / References                ",https://1lib.in/dl/1090220/ddd979,111,Morgan and Claypool Publishers,2008,english,"PDF, 7.95 MB"
Practical Design of Digital Circuits. Basic Logic to Microprocessors,Ian Kampel (Auth.),https://covers.zlibcdn2.com/covers100/books/18/7f/68/187f68a3f555066138292d12669324db.jpg,Unknown,https://1lib.in/dl/2279285/77daa9,301,Newnes (an imprint of Butterworth-Heinemann Ltd ),1983,english,"PDF, 13.68 MB"
Quantum-Dot Cellular Automata Based Digital Logic Circuits: A Design Perspective,Trailokya Nath Sasamal,https://covers.zlibcdn2.com/covers100/books/8a/7f/98/8a7f9871c45266ad98f42977bc62e495.jpg,"
This book covers several futuristic computing technologies like quantum computing, quantum-dot cellular automata, DNA computing, and optical computing. In turn, it explains them using examples and tutorials on a CAD tool that can help beginners get a head start in QCA layout design. It discusses research on the design of circuits in quantum-dot cellular automata (QCA) with the objectives of obtaining low-complexity, robust designs for various arithmetic operations. The book also investigates the systematic reduction of majority logic in the realization of multi-bit adders, dividers, ALUs, and memory.  ",https://1lib.in/dl/5403110/826f5a,Unknown,Springer Singapore,2020,english,"PDF, 12.13 MB"
Asynchronous Operators of Sequential Logic: Venjunction & Sequention: Digital Circuit Analysis and Design ,Vadim Vasyukevich (auth.),https://covers.zlibcdn2.com/covers100/books/34/46/99/34469942e2b11ca3b0fef306b78fbf09.jpg,"
This book is dedicated to new mathematical instruments assigned for logical modeling of the memory of digital devices. The case in point is logic-dynamical operation named venjunction and venjunctive function as well as sequention and sequentional function. Venjunction and sequention operate within the framework of sequential logic. In a form of the corresponding equations, they organically fit analytical expressions of Boolean algebra. Thus, a sort of symbiosis is formed using elements of asynchronous sequential logic on the one hand and combinational logic on the other hand. So, asynchronous logic is represented in the form of enhanced Boolean logic. The book contains initial concepts, fundamental definitions, statements, principles and rules needed for theoretical justification of the mathematical apparatus and its validity for asynchronous logic. Asynchronous operators named venjunctor and sequentor are designed for practical implementation. These basic elements are assigned for realizing of memory functions in sequential circuits. Present research work is the final stage of generalization and systematization of all those ideas and investigations, author’s interest to which alternately flashed up and faded over many years and for various reasons until formed “critical mass”, and all findings were arranged definitively as a mathematical basis of a theory appropriately associated under a common theme – asynchronous sequential logic, essentially classified as switching logic, which falls into category of algebraic logics. ",https://1lib.in/dl/1225197/29b89e,126,Springer-Verlag Berlin Heidelberg,2011,english,"PDF, 873 KB"
Digital Logic Circuit Analysis and Design,Victor P. Nelson,https://covers.zlibcdn2.com/covers100/books/8e/3f/17/8e3f17d6c189e31d4960ce70192474eb.jpg,"
                    For introductory digital logic design or computer engineering courses in electrical and computer engineering or computer science at the sophomore- or junior-level.  Many recent texts place instructors in the difficult position of chosing between authoritative, state-of-the art coverage and an approach that is highly supportive of student learning. This carefully developed text was widely praised by reviewers for both its great clarity and its rigor. The book balances theory and practice in depth without getting bogged down in excessive technical or mathematical language and has abundant coverage of current topics of interest, such as programmable devices, computer-aided design, and testability. An unusually large number of illustrations, examples, and problems help students gain a solid sense of how theory underlies practice.                ",https://1lib.in/dl/2081036/a3ac29,866,Prentice Hall,1995,english,"DJVU, 11.21 MB"
"Digital Electronics, Volume 1: Combinational Logic Circuits",Tertulien Ndjountche,https://covers.zlibcdn2.com/covers100/books/81/b2/55/81b255673be868eddda06bf19e429dbe.jpg,"
The omnipresence of electronic devices in our everyday lives has been accompanied by the downscaling of chip feature sizes and the ever increasing complexity of digital circuits. This book is devoted to the analysis and design of digital circuits, where the signal can assume only two possible logic levels. It deals with the basic principles and concepts of digital electronics. It addresses all aspects of combinational logic and provides a detailed understanding of logic gates that are the basic components in the implementation of circuits used to perform functions and operations of Boolean algebra. Combinational logic circuits are characterized by outputs that depend only on the actual input values. Efficient techniques to derive logic equations are proposed together with methods of analysis and synthesis of combinational logic circuits. Each chapter is well structured and is supplemented by a selection of solved exercises covering logic design practices. ",https://1lib.in/dl/2836354/b13cf0,276,Wiley-ISTE,2016,english,"PDF, 2.89 MB"
"Model and Design of Bipolar and MOS Current-Mode Logic: CML, ECL and SCL Digital Circuits",Massimo Alioto,https://covers.zlibcdn2.com/covers100/books/ce/3f/07/ce3f07b66a02e69509981c135c0df4fe.jpg,"
                    The main focus of this book is to provide the reader with a deep understanding of modeling and design strategies of Current-Mode digital circuits, as well as to organize in a coherent manner all the original and powerful authors’ results in the domain of Current-Mode digital circuits.   Model and Design of Bipolar and MOS Current-Mode Logic includes bipolar Current-Mode digital circuits, which emerged as an approach to realize digital circuits with the highest speed, and CMOS Current-Mode digital circuits, which together with its speed performance has been rediscovered to allow logic gates implementations having the feature of low noise level generation.   Model and Design of Bipolar and MOS Current-Mode Logic allows the reader not only to understand the operating principle and the features of bipolar and MOS Current-Mode digital circuits, but also to design optimized digital gates. And, although the material is presented in a formal and theoretical manner, much emphasis is devoted to a design perspective. Moreover, to further link the book’s theoretical aspects with practical issues, and to provide the reader with an idea of the real order of magnitude involved assuming actual technologies, numerical examples together with SPICE simulations are included in the book.  Model and Design of Bipolar and MOS Current-Mode Logic can be used as a reference to practicing engineers working in this area and as text book to senior undergraduate, graduate and postgraduate students (already familiar with electronic circuits and logic gates) who want to extend their knowledge and cover all aspects of the analysis and design of Current-Mode digital circuits.                ",https://1lib.in/dl/905274/5e02dd,318,Unknown,2005,english,"PDF, 12.08 MB"
Digital Logic Circuit Analysis and Design,Victor P. Nelson,https://covers.zlibcdn2.com/covers100/books/8a/68/5e/8a685e3b90b24fe77649952461e2c652.jpg,"
                    For introductory digital logic design or computer engineering courses in electrical and computer engineering or computer science at the sophomore- or junior-level. Many recent texts place instructors in the difficult position of chosing between authoritative, state-of-the art coverage and an approach that is highly supportive of student learning. This carefully developed text was widely praised by reviewers for both its great clarity and its rigor.                ",https://1lib.in/dl/2702746/123b0b,855,Prentice Hall,1995,english,"PDF, 28.88 MB"
Pragmatic Logic (Synthesis Lectures on Digital Circuits and Systems),William J. Eccles,https://covers.zlibcdn2.com/covers100/books/c4/f7/44/c4f74426596237055b9e96f5d1015867.jpg,"
                    Pragmatic Logic presents the analysis and design of digital logic systems. The author begins with a brief study of binary and hexadecimal number systems and then looks at the basics of Boolean algebra. The study of logic circuits is divided into two parts, combinational logic, which has no memory, and sequential logic, which does. Numerous examples highlight the principles being presented. The text ends with an introduction to digital logic design using Verilog, a hardware description language. The chapter on Verilog can be studied along with the other chapters in the text. After the reader has completed combinational logic in Chapters 4 and 5, sections 9.1 and 9.2 would be appropriate. Similarly, the rest of Chapter 9 could be studied after completing sequential logic in Chapters 6 and 7. This short lecture book will be of use to students at any level of electrical or computer engineering and for practicing engineers or scientists in any field looking for a practical and applied introduction to digital logic. The authors pragmatic and applied style gives a unique and helpful non-idealist, practical, opinionate introduction to digital systems.                ",https://1lib.in/dl/1053428/07a122,220,Morgan and Claypool Publishers,2007,english,"PDF, 8.86 MB"
Constraint Solving Over Multi-valued Logics: Application to Digital Circuits,Francisco Azevedo,https://covers.zlibcdn2.com/covers100/books/c1/15/d4/c115d4dd8b2f9a364f535dd8916894a6.jpg,"
                    Systems are subject to faults in their components, affecting   their overall behaviour. In a 'black-box' system, such faults only become   apparent in the output when appropriate inputs are given, which poses a   number of satisfaction and optimisation problems regarding both testing and   diagnosing. In this dissertation we address such problems, developing   models with multi-valued logics that we formalise and generalise to   multiple faults. Such logics extend Boolean logic by encoding dependencies   on faults, thus allowing the modelling of an arbitrary number of diagnostic   theories. The effectiveness of constraint solving over finite domains and   sets is shown on several of the above problems.                ",https://1lib.in/dl/438221/4dfc9b,210,IOS Press,2002,english,"DJVU, 3.72 MB"
Digital electronics 2: sequential and arithmetic logic circuits,Ndjountche,,Unknown,https://1lib.in/dl/2850099/f46a24,333,Unknown,2016,english,"PDF, 5.13 MB"
"Ones and zeros: understanding Boolean algebra, digital circuits, and the logic of sets",John Wiley,https://covers.zlibcdn2.com/covers100/books/3d/a0/90/3da09088143e43b9eadfe43f9bedc30c.jpg,Unknown,https://1lib.in/dl/5914176/7e87f5,1,IEEE Press,2015,english,"PDF, 30.15 MB"
Digital Electronics 1 Combinational Logic Circuits,Tertulien Ndjountche,https://covers.zlibcdn2.com/covers100/books/4c/fd/64/4cfd649ae315e2cce9d2fdaf971c7f33.jpg,Unknown,https://1lib.in/dl/2931017/488a13,266,ISTE/Wiley,2016,english,"PDF, 1.87 MB"
"Ones and Zeros: Understanding Boolean Algebra, Digital Circuits, and the Logic of Sets (IEEE Press Understanding Science & Technology Series)",John R. Gregg,https://covers.zlibcdn2.com/covers100/books/f8/e6/18/f8e61829fb3fef31a4dd699785cd8968.jpg,Unknown,https://1lib.in/dl/5905666/63a655,290,Wiley-IEEE Press,1998,english,"PDF, 9.90 MB"
Constraint Solving over Multi-Valued Logics: Application to Digital Circuits,Francisco Azevedo,https://covers.zlibcdn2.com/covers100/books/00/e5/48/00e548e7e6a2b6165fa7edd378ae8082.jpg,"
                    Systems are subject to faults in their components, affecting their overall behaviour. In a ""black-box"" system, such faults only become apparent in the output when appropriate inputs are given, which poses a number of satisfaction and optimization problems regarding both testing and diagnosing. This work addresses such problems developing models with multi-valued logics that it formalizes and generalizes to multiple faults. Such logics extend Boolean logic by encoding dependencies on faults, thus allowing the modelling of an arbitrary number of diagnostic theories. The effectiveness of constraint solving over finite domains and sets is shown on several problems.                ",https://1lib.in/dl/1011120/b7e3d2,224,IOS Press,2002,english,"PDF, 13.62 MB"
Theory of electromagnetic wave propagation,Charles Herach Papas,https://covers.zlibcdn2.com/covers100/books/b5/3d/56/b53d5633cf078696a294bb3bcf4cd75a.jpg,"
                    This excellent graduate-level text discusses the Maxwell field equations, radiation from monochromatic sources in unbounded regions, radiation from wire antennas, radio-astronomical antennas, electromagnetic waves in a plasma, the Doppler effect and more.                ",https://1lib.in/dl/540590/57e567,270,Dover Publications,1988,english,"PDF, 9.09 MB"
Electromagnetism - Theory and Applications,Ashutosh Pramanik,https://covers.zlibcdn2.com/covers100/books/7e/06/05/7e06051b3e0c1fe318db56f06cd887f3.jpg,Unknown,Unknown,Unknown,PHI Learning Pvt. Ltd.,2009,english,"PDF, 7.45 MB"
"Principles of Optics: Electromagnetic Theory of Propagation, Interference and Diffraction of Light (7th Edition)",Max Born,https://covers.zlibcdn2.com/covers100/books/66/21/7d/66217dcb3169ef5912afe2fd7571296e.jpg,Unknown,Unknown,Unknown,Cambridge University Press,1999,english,"PDF, 52.48 MB"
Electromagnetic Field Theory Fundamentals,Bhag Singh Guru,https://covers.zlibcdn2.com/covers100/books/86/f4/0b/86f40b8a63022c76f69bf9cbc4ad1f81.jpg,"
                    Including examples and problems throughout and background revision material where appropriate, this book introduces undergraduate students to the basic concepts of electrostatic and magnetostatic fields.  It also covers Maxwell's equations, propagation, transmission and radiation, and includes chapters on the Finite Element and Finite Difference method. A CD containing many MathCad examples is included with the book, and a comprehensive solutions set is also available.   First Edition published by Brooks/Cole Publishing Co. (1997): 0-534-95504-5                ",https://1lib.in/dl/635531/44dd3c,699,Cambridge University Press,2004,english,"PDF, 22.31 MB"
Electromagnetic field theory for engineers and physicists,Günther Lehner (auth.),https://covers.zlibcdn2.com/covers100/books/68/1d/24/681d249bf2c5b93bb502f03db4c0bd75.jpg,"
This established, didactically excellent textbook unifies intuitiveness with extraordinary precision of its terminology and the derivation of concepts. It was developed as manuscript to teach students in electrical engineering, and has served to do so for thousands of students over two decades.Discussed is the electromagnetic field theory and its mathematical methods. Maxwell’s equations are presented and explained. It follows a detailed discussion of electrostatics, flux problems, magnetostatics, quasi stationary fields, and electromagnetic waves.The author presents how to apply numerical methods like finite differences, finite elements, boundary elements, image charge methods, and Monte-Carlo methods to field theory problems. He offers an outlook on fundamental issues in physics including quantum mechanics. Some of these issues concern still unanswered questions. A chapter dedicated to the theory of special relativity, which allows to simplify a number of field theory problems, complements this book.This book’s usefulness is not limited to engineering students, but can also be very helpful for physicists and other branches of science. ",https://1lib.in/dl/640133/511115,659,Springer-Verlag Berlin Heidelberg,2008,english,"PDF, 7.07 MB"
