title,author,image,desc,download_link,pages,publisher,year,language,file
"Automatic Control Systems, 9th Edition - Solutions Manual",Farid Golnaraghi,https://covers.zlibcdn2.com/covers100/books/5e/86/ff/5e86ff471500c5e31e8a4655d62f0a89.jpg,"
                    800
PublicationDate:2009-07-07
ISBN-10/ASIN:0470048964
ISBN-13/EAN:9780470048962                ",https://1lib.in/dl/858926/072d2f,800,Unknown,2009,english,"PDF, 26.64 MB"
Control System Design ,Graham C. Goodwin,https://covers.zlibcdn2.com/covers100/books/0f/91/ed/0f91ed13c379b9e86a0d9c2981de5749.jpg,"
                    Much has been written about the need to revitalize control education. This book addresses the problem by providing a refreshing new approach to teaching control system design. The book strongly emphasizes real-world design, making it appropriate for the first-time learner as well as for engineers in industry as a technology refresher. The book has been used by the authors for both undergraduate and graduate courses at several universities. The authors' experience is split evenly between academia and industry, which is reflected in the contents of the book. It is divided into 8 parts covering essential aspects in control, ranging from signals and systems (Bode diagrams, root locus, etc.), to SISO control (including PID and fundamental design tradeoffs), and MIMO systems (including constraints, MPC, decoupling, etc.).A key aspect of the book is the frequent use of real world design examples drawn directly from the authors' industrial experience. These are represented by over 15 substantial case studies ranging from distillation columns to satellite tracking. The book is also liberally supported by modern teaching aids available on both an accompanying CD-ROM and Companion Website. Resources to be found there include MATLABR routines for all examples; extensive PowerPoint lecture notes based on the book; and a totally unique Java Applet-driven ""virtual laboratory"" that allows readers to interact with the real-world case studies.                ",https://1lib.in/dl/488200/600308,911,Prentice Hall,2000,english,"PDF, 6.54 MB"
Flight Control Systems: Practical Issues in Design and Implementation,Roger W. Pratt,https://covers.zlibcdn2.com/covers100/books/84/65/50/846550043538ea4ce38476cfd05bcabc.jpg,"
                    A complete reference on modern flight control methods for fixed-wing aircraft, this authoritative book includes contributions from an international group of experts in their respective specialized fields, largely from industry. Split into two parts, the first section of the book deals with the fundamentals of flight control systems design; the second concentrates on genuine applications based on the modern control methods used in the latest aircraft.It is assumed that the reader will have some knowledge of classical control. The book builds upon the foundations laid by standard texts on flight control so that the reader will gain a good background in current industrial practice and be in a position to benefit from more specialized reading. Its prime aim is to bridge the gap between academic research and real-world applications in the area and its emphasis on practical approaches will make it particularly suitable for: practicing engineers who are relatively new in the aviation industry and require a consolidated approach to the different aspects of flight control; postgraduate students in strategic or applied research; final stage undergraduates.                ",https://1lib.in/dl/498286/4b8e32,416,Institution of Engineering and Technology,2000,english,"RAR, 5.27 MB"
"Automatic Control Systems, 10th Edition",Farid Golnaraghi,https://covers.zlibcdn2.com/covers100/books/80/b5/61/80b5613aa6fc0a3e94863179701743f7.jpg,"
This file may be corrupted!A complete toolkit for teaching, learning, and understanding the essential concepts of automatic control systemsEdition after acclaimed edition, Automatic Control Systems has delivered up-to-date, real-world coverage designed to introduce students to the fundamentals of control systems. More than a comprehensive text, Automatic Control Systems includes innovative virtual labs that replicate physical systems and sharpen readers’ problem-solving skills.The Tenth Edition introduces the concept of Control Lab, which includes two classes of experiments: SIMLab (model-based simulation) and LEGOLab (physical experiments using LEGO® robots). These experiments are intended to supplement, or replace, the experimental exposure of the students in a traditional undergraduate control course and will allow these students to do their work within the MATLAB® and Simulink® environment—even at home. This cost-effective approach may allow educational institutions to equip their labs with a number of LEGO test beds and maximize student access to the equipment at a fraction of the cost of currently available control system experiments. Alternatively, as a supplemental learning tool, students can take the equipment home and learn at their own pace.This new edition continues a tradition of excellence with:• A greater number of solved examples  • Online labs using both LEGO MINDSTORMS® and MATLAB/SIMLab  • Enhancements to the easy-to-use MATLAB GUI software (ACSYS) to allow interface with LEGO MINDSTORMS  • A valuable introduction to the concept of Control Lab  • A logical organization, with Chapters 1 to 3 covering all background material and Chapters 4 to 11 presenting material directly related to the subject of control  • 10 online appendices, including Elementary Matrix Theory and Algebra, Control Lab, Difference Equations, and Mathematical Foundation  • A full-set of PowerPoint® slides and solutions available to instructorsAdopted by hundreds of universities and translated into at least nine languages, Automatic Control Systems remains the single-best resource for students to gain a practical understanding of the subject and to prepare them for the challenges they will one day face. For practicing engineers, it represents a clear, thorough, and current self-study resource that they will turn to again and again throughout their career.LEGO and MINDSTORMS are registered trademarks of the LEGO GroupMATLAB and Simulink are registered trademarks of The MathWorks, Inc.   ",https://1lib.in/dl/3696357/ebcf14,Unknown,McGraw-Hill Education,2017,english,"AZW3 , 156.58 MB"
"The Control Handbook: Control System Applications, Second Edition (Electrical Engineering Handbook)",William S. Levine,https://covers.zlibcdn2.com/covers100/books/d5/40/37/d54037d79d394ffafb07e10ea5a1dda7.jpg,"
                    At publication, The Control Handbook immediately became the definitive resource that engineers working with modern control systems required. Among its many accolades, that first edition was cited by the AAP as the Best Engineering Handbook of 1996.     Now, 15 years later, William Levine has once again compiled the most comprehensive and authoritative resource on control engineering. He has fully reorganized the text to reflect the technical advances achieved since the last edition and has expanded its contents to include the multidisciplinary perspective that is making control engineering a critical component in so many fields.    Now expanded from one to three volumes, The Control Handbook, Second Edition organizes cutting-edge contributions from more than 200 leading experts. The second volume, Control System Applications, includes 35 entirely new applications organized by subject area. Covering the design and use of control systems, this volume includes applications for:        Automobiles, including PEM fuel cells  Aerospace  Industrial control of machines and processes  Biomedical uses, including robotic surgery and drug discovery and development  Electronics and communication networks      Other applications are included in a section that reflects the multidisciplinary nature of control system work. These include applications for the construction of financial portfolios, earthquake response control for civil structures, quantum estimation and control, and the modeling and control of air conditioning and refrigeration systems.    As with the first edition, the new edition not only stands as a record of accomplishment in control engineering but provides researchers with the means to make further advances.     Progressively organized, the other two volumes in the set include:      Control System Fundamentals  Control System Advanced Methods                ",https://1lib.in/dl/899141/30cf76,883,CRC Press,2011,english,"PDF, 15.58 MB"
Modern Control Systems (11th Edition),Richard C. Dorf,https://covers.zlibcdn2.com/covers100/books/57/48/85/5748859f34f8ebbdacdb6055129baa67.jpg,"
                    This book is pretty good, provided you have an adequate grasp of the background information.  What I mean by that is: if you have had exposure to a course in system dynamics (not just classical dynamics), you should find that this book serves the purpose of teaching you control theory.  If on the other hand, you have not had exposure to system dynamics, you are in for a world of hurt, as the author does not guide the reader by the hand in developing the material in this book (note: this is particularly true in the early going when the material is presented as if it were a review, not a first go around).  In essence, you are left with a few choices: suffer through the text and repeatedly beat your head against the wall, get a solid system dynamics text to supplement the information in this book, or junk this text and find a control book that guides you through the subject matter a bit better - particularly if this is your first crack at control theory.  Option one isn't on the table if you really want a shot at passing your class, so for the other two options, consider the following: for a solid system dynamics text check out either Ogata, or Kelly (Ogata has alot of examples and MATLAB examples following the development of the subject matter, while Kelly has more meat in his development of the material and less examples however he does touch on developing Simulink models and some of his MATLAB codes are bit more sophisticated).  As far as an auxiliary control text, I would definitely check out Nise. His gentle development will allow the reader to easily grasp the subjects as presented and could be used as a self-study text on the subject matter (and both Nise and this text have nice a MATLAB brush-up as well as adaptation to the text material in their appendices and sprinkled through the text).  Overall not a bad text, but like a lot of the other reviewers I felt that it could be a bit better, so I'm knocking off a few stars.                ",https://1lib.in/dl/732846/842612,730,Prentice Hall,2007,english,"PDF, 4.82 MB"
Embedded Control Systems in C/C++,Jim Ledin,https://covers.zlibcdn2.com/covers100/books/f3/91/fa/f391fa25164e619c2b97b275ecefd20f.jpg,"
                    Implement proven design techniques for control systems without having to master any advanced mathematics. Using an effective step-by-step approach, this book presents a number of control system design techniques geared toward readers of all experience le                                         Using the techniques and reusable code in  Embedded Control Systems in C/C++  , embedded systems developers can design control systems without the advanced calculus skills that are typically required.                ",https://1lib.in/dl/609689/e9ea73,268,CMP,2003,english,"PDF, 24.73 MB"
Basic and advanced regulatory control: system design and application,Harold L. Wade,https://covers.zlibcdn2.com/covers100/books/b5/ce/e8/b5cee8f19c81cf9fafa8d25b0f7293d1.jpg,"
                    This newly revised best-seller teaches the practice of process control for the wet process industries. It stresses the study of real, imperfect processes rather than system theory and gives guidance on how engineers can best apply their own experience, intuition, and knowledge of the particular process. The text summarizes the general characteristics of processes and control loops and discusses feedback control and its nuances. The latter part of the book addresses advanced control techniques. New topics covered in the book include tuning feedback control loops, multiplicative feedforward control, other control techniques (e.g., split-range control, cross-limiting control, floating control, techniques for increasing effective valve rangeability, and time proportioning control), and more. The reader will learn the bottom-line benefits of these advanced strategies. Examples from the commercial world are given. Suitable for beginning or experienced process control engineers.                ",https://1lib.in/dl/558042/1807f8,390,"ISA-The Instrumentation, Systems, and Automation Society",2004,english,"PDF, 11.42 MB"
Pid Control System Design and Automatic Tuning Using Matlab/Simulink (Wiley - IEEE),Liuping Wang,https://covers.zlibcdn2.com/covers100/books/f9/b9/9c/f9b99c29efc109f0d8fdd882e8478132.jpg,"
Covers PID control systems from the very basics to the advanced topics This book covers the design, implementation and automatic tuning of PID control systems with operational constraints. It provides students, researchers, and industrial practitioners with everything they need to know about PID control systems&mdash;from classical tuning rules and model-based design to constraints, automatic tuning, cascade control, and gain scheduled control.&nbsp; PID Control System Design and Automatic Tuning using MATLAB/Simulink introduces PID control system structures, sensitivity analysis, PID control design, implementation with constraints, disturbance observer-based PID control, gain scheduled PID control systems, cascade PID control systems, PID control design for complex systems, automatic tuning and applications of PID control to unmanned aerial vehicles. It also presents resonant control systems relevant to many engineering applications. The implementation of PID control and resonant control highlights how to deal with operational constraints. Provides unique coverage of PID Control of unmanned aerial vehicles (UAVs), including mathematical models of multi-rotor UAVs, control strategies of UAVs, and automatic tuning of PID controllers for UAVs Provides detailed descriptions of automatic tuning of PID control systems, including relay feedback control systems, frequency response estimation, Monte-Carlo simulation studies, PID controller design using frequency domain information, and MATLAB/Simulink simulation and implementation programs for automatic tuning Includes 15 MATLAB/Simulink tutorials, in a step-by-step manner, to illustrate the design, simulation, implementation and automatic tuning of PID control systems Assists lecturers, teaching assistants, students, and other readers to learn PID control with constraints and apply the control theory to various areas. Accompanying website includes lecture slides and MATLAB/ Simulink programs PID Control System Design and Automatic Tuning using MATLAB/Simulink is intended for undergraduate electrical, chemical, mechanical, and aerospace engineering students, and will greatly benefit postgraduate students, researchers, and industrial personnel who work with control systems and their applications. &nbsp; ",https://1lib.in/dl/5521960/d485f8,368,WILEY,2020,english,"PDF, 38.07 MB"
System Dynamics (4th Edition),Katsuhiko Ogata,https://covers.zlibcdn2.com/covers100/books/c5/6e/36/c56e369242de0c093ed53ccdb595beb7.jpg,"
                    This text presents the basic theory and practice of system dynamics. It introduces the modeling of dynamic systems and response analysis of these systems, with an introduction to the analysis and design of control systems. KEY TOPICS Specific chapter topics include The Laplace Transform, mechanical systems, transfer-function approach to modeling dynamic systems, state-space approach to modeling dynamic systems, electrical systems and electro-mechanical systems, fluid systems and thermal systems, time domain analyses of dynamic systems, frequency domain analyses of dynamic systems, time domain analyses of control systems, and frequency domain analyses and design of control systems.  For mechanical and aerospace engineers.                ",https://1lib.in/dl/912306/c1c558,777,Prentice Hall,2003,english,"PDF, 25.53 MB"
Power Quality In Electrical Machines And Power Systems,Ewald Fuchs,https://covers.zlibcdn2.com/covers100/books/78/bf/43/78bf4372633ff0472e84de71a7a9853d.jpg,Unknown,https://1lib.in/dl/634534/f3ddd3,635,Academic Press,2008,english,"PDF, 45.87 MB"
"Electrical Machines, Drives and Power Systems",Théodore Wildi,https://covers.zlibcdn2.com/covers100/books/d9/24/fc/d924fc801dac2f5a967c8ab2e4e4103b.jpg,Unknown,https://1lib.in/dl/3555341/71b664,Unknown,Pearson,2013,english,"PDF, 22.57 MB"
"Power Quality in Power Systems and Electrical Machines, Second Edition",Fuchs,https://covers.zlibcdn2.com/covers100/books/14/f4/8f/14f48f291f787ef4d2db0c3d1bc83f7a.jpg,"
The second edition of this must-have reference covers power quality issues in four parts, including new discussions related to renewable energy systems. The first part of the book provides background on causes, effects, standards, and measurements of power quality and harmonics. Once the basics are established the authors move on to harmonic modeling of power systems, including components and apparatus (electric machines). The final part of the book is devoted to power quality mitigation approaches and devices, and the fourth part extends the analysis to power quality solutions for renewable energy systems. Throughout the book worked examples and exercises provide practical applications, and tables, charts, and graphs offer useful data for the modeling and analysis of power quality issues. Provides theoretical and practical insight into power quality problems of machines and systems, enabling the reader to solve the power quality problems that they encounterWorked examples and end of chapter exercises (with available solutions) show practical applications of the material discussed in the chapterNew to this edition: identifies problems and solutions associated with renewable energy sources, provides more practical examples, and provides a website with downloadable examples using SPICE, Mathematica, and Matlab© ",https://1lib.in/dl/2715456/f62b10,1123,Academic Press/Elsevier,2015,english,"PDF, 42.17 MB"
"Electrical Machines, Drives and Power Systems Sixth Edition (Instructor's Manual)",Theodore Wildi,https://covers.zlibcdn2.com/covers100/books/fa/d7/a1/fad7a1a4223767092dd886f831d08dac.jpg,Unknown,https://1lib.in/dl/869135/91070d,109,Unknown,Unknown,english,"PDF, 5.40 MB"
"Electrical Machines, Drives, and Power Systems",Theodore Wildi,https://covers.zlibcdn2.com/covers100/books/14/93/ee/1493ee842e09af8353d90c126511a03e.jpg,"
                    For one-semester, undergraduate-level courses in Motor Controls, Electric Machines, Power Electronics, and Electric Power. This best-selling text employs a theoretical, practical, multidisciplinary approach to provide introductory students with a broad understanding of modern electric power. The scope of the book reflects the rapid changes that have occurred in power technology over the past few yearsallowing the entrance of power electronics into every facet of industrial drives, and expanding the field to open more career opportunities.                ",https://1lib.in/dl/1144640/1c019e,886,Prentice Hall,2002,english,"PDF, 95.26 MB"
"Electrical Machines, Drives and Power Systems, Fifth Edition  ",Theodore Wildi,https://covers.zlibcdn2.com/covers100/books/a5/a3/57/a5a35718da358975bf4f0ab3cd5dc755.jpg,"
                    For one-semester, undergraduate-level courses in Motor Controls, Electric Machines, Power Electronics, and Electric Power.  This best-selling text employs a theoretical, practical, multidisciplinary approach to provide introductory students with a broad understanding of modern electric power. The scope of the book reflects the rapid changes that have occurred in power technology over the past few years--allowing the entrance of power electronics into every facet of industrial drives, and expanding the field to open more career opportunities.                ",https://1lib.in/dl/1201687/f529cb,907,Prentice Hall,2002,english,"PDF, 125.54 MB"
Electric Power System Components: Transformers and Rotating Machines,Robert Stein,https://covers.zlibcdn2.com/covers100/books/fd/fd/43/fdfd43527cbe61090ed12f5a2b496229.jpg,"
There are good reasons why the subject of electric power engineering, after many years of neglect, is making a comeback in the undergraduate curriculum of many electrical engineering departments. The most obvious is the current public awareness of the ""energy crisis. "" More fundamental is the concern with social responsibility among college students in general and engineering students in particular. After all, electric power remains one of the cornerstones of our civilization, and the well-publicized problems of ecology, economy, safety, dependability and natural resources management pose ever-growing challenges to the best minds in the engineering community. Before an engineer can successfully involve himself in such problems, he must first be familiar with the main components of electric power systems. This text­ book will assist him in acquiring the necessary familiarity. The course for which this book is mainly intended can be taken by any student who has had some cir­ cuit analysis (using discrete elements, and including sinusoidal steady state) and elementary electromagnetic field theory. Most students taking the course will be in their junior or senior years. Once the course is completed, students may decide to go more deeply into the design and operation of these components and study them on a more advanced level, or they may direct their attention to the problems of the system itself, problems which are only hinted at briefly at various points herein. ",https://1lib.in/dl/2244476/1fb8a5,477,Springer Netherlands,1979,english,"PDF, 12.67 MB"
"Entrepreneurship in Power Semiconductor Devices, Power Electronics, and Electric Machines and Drive Systems",Krishnan Ramu,https://covers.zlibcdn2.com/covers100/books/df/91/4f/df914f8332e0f78e71471da721e6a9c0.jpg,"
Entrepreneurship in Power Semiconductor Devices, Power Electronics, and Electric Machines and Drive Systems introduces the basics of entrepreneurship and a methodology for the study of entrepreneurship in electrical engineering and other engineering fields. Entrepreneurship is considered here in three fields of electrical engineering, viz. power semiconductor devices, power electronics and electric machines and drive systems, and their current practice. It prepares the reader by providing a review of the subject matter in the three fields, their current status in research and development with analysis aspect as needed, thus allowing readers to gain self-sufficiency while reading the book. Each field’s emerging applications, current market and future market forecasts are introduced to understand the basis and need for emerging startups. Practical learning is introduced in: (i) power semiconductor devices entrepreneurship through the prism of 20 startups in detail, (ii) power electronics entrepreneurship through 28 startup companies arranged under various application fields and (iii) electric machines and drive systems entrepreneurship through 15 startups in electromagnetic and 1 in electrostatic machines and drive systems.  The book: (i) demystifies entrepreneurship in a practical way to equip engineers and students with entrepreneurship as an option for their professional growth, pursuit and success; (ii) provides engineering managers and corporate-level executives a detailed view of entrepreneurship activities in the considered three fields that may potentially impact their businesses, (iii) provides entrepreneurship education in an electrical engineering environment and with direct connection and correlation to their fields of study and (iv) endows a methodology that can be effectively employed not only in the three illustrated fields of electrical engineering but in other fields as well.  This book is for electrical engineering students and professionals. For use in undergraduate and graduate courses in electrical engineering, the book contains discussion questions, exercise problems, team and class projects, all from a practical point of view, to train students and assist professionals for future entrepreneurship endeavors.             ",https://1lib.in/dl/11026053/95d07b,450,CRC Press,2020,english,"PDF, 20.18 MB"
Rotating Electrical Machines and Power Systems,Patrick,https://covers.zlibcdn2.com/covers100/books/73/b1/59/73b159f5acb2715b8c1a65edb453053b.gif,"
                    This book is a complete, up-to-date guide to today's rotating electrical machinery and power systems, presented in a clear, easy-to-assimilate format. The authors have developed an ""electrical power systems"" model to present key concepts of production, distribution, conversion and control systems. Within this model the key subsystems are then explored in detail. Subjects covered include physical characteristics of rotating systems, electrical power basics, AC and DC generators, transformers, power distribution systems, DC motors, single-phase and three-phase AC motors, specialized electrical machinery, control systems, and measurement and testing equipment.                ",https://1lib.in/dl/2161015/8bd27a,413,"Fairmont Press, Inc.",1997,english,"PDF, 27.86 MB"
Data and Electric Power: From Deterministic Machines to Probabilistic Systems in Traditional Engineering,Sean Patrick Murphy,https://covers.zlibcdn2.com/covers100/books/a8/a9/f2/a8a9f2a68836095bad274529bca75152.jpg,"
                    Traditional engineering is built upon a world of knowledge and scientific laws, with components and systems that operate predictably. But what happens when a large number of these devices are interconnected? You get a complex system that’s no longer deterministic, but probabilistic. That’s happening today in many industries, including manufacturing, petroleum, transportation, and energy.

In this O’Reilly report, Sean Patrick Murphy, Chief Data Scientist at PingThings, describes how data science is helping electric utilities make sense of a stochastic world filled with increasing uncertainty—including fundamental changes to the energy market and random phenomena such as weather and solar activity.

Murphy also reviews several cutting-edge tools for storing and processing big data that he’s used in his work with electric utilities—tools that can help traditional engineers pursue a data-driven approach in many industries.

Topics in this report include:

    - Key drivers that have changed the electric grid from a deterministic machine into probabilistic system.
    - Fundamental differences that put traditional engineering and data science at odds with one another.
    - Why the time is right for engineering organizations to adopt a complete data-driven approach.
    - Contemporary tools that traditional engineers can use to store and process big data.
    - A PingThings case study for dealing with random geomagnetic disturbances to the energy grid.                ",https://1lib.in/dl/5213941/0f24d5,40,O’Reilly,2016,english,"PDF, 4.34 MB"
Power Quality in Power Systems and Electrical Machines,Ewald Fuchs,https://covers.zlibcdn2.com/covers100/books/43/8c/e4/438ce4bde9f871cde37d5cfbfcbf454a.jpg,"
                    Power Quality of power systems affects all connected electrical and electronic equipment. Power Quality is a measure of deviations in voltage and frequency of the particular supply system. In recent years, there has been a considerable increase in nonlinear loads; in particular distributed loads, such as computers, TV monitors and lighting. These draw harmonic currents which, when distorted, have detrimental effects including interference, loss of reliability, increased operating costs, equipment overheating, motor failures, capacitor failure and inaccurate power metering. This subject is pertinent to engineers involved with electric power systems, electronic equipment, computers and manufacturing equipment. This book shows readers to understand the causes and effects of power quality problems such as non-sinusoidal wave shapes, voltage outages, losses due to poor power quality, origins of single-time events such as voltage dips, voltage reductions, and outages, along with techniques to mitigate these problems.                                       . Provides theoretical and practical insight into power quality problems of machines and systems . Problems/solutions at the end of each chapter dealing with practical applications. Includes application examples including SPICE, Mathematica, and MATLAB  examples                ",https://1lib.in/dl/1012643/70e276,634,Academic Press,2008,english,"PDF, 44.64 MB"
