title,author,image,desc,download_link,pages,publisher,year,language,file
The Brain and the Nervous System (The Human Body),Kara Rogers,https://covers.zlibcdn2.com/covers100/books/78/3e/c0/783ec0535c7d74ae6fba91dab48a8a30.jpg,Unknown,https://1lib.in/dl/837458/54f5eb,280,Unknown,2010,english,"PDF, 4.27 MB"
"Bone and Muscle: Structure, Force, and Motion (The Human Body)",Kara Rogers,https://covers.zlibcdn2.com/covers100/books/9c/d4/6d/9cd46ddb307f5f66ae2730e48577ea35.jpg,Unknown,https://1lib.in/dl/946267/97b1a6,267,Unknown,2010,english,"PDF, 4.05 MB"
Color Atlas of Human Body,Adolf Faller,https://covers.zlibcdn2.com/covers100/books/95/fd/ac/95fdac45a043e8d8ea5bcd596a55eba3.jpg,"
                    The basic principles of the anatomy and physiology of the human body are presented in easy-to-read language with clearly integrated text and four-color illustrations.Full consideration is given to the interests of various disciplines in the health care field.The contents of the book have been updated. All of the chapters have been expanded and partially rewritten, particularly the following:- Biology of the Cell (updated and expanded)- Genetics and Evolution (new)- Musculoskeletal System (17 new illustrations)- Heart and Vascular System (new, clearer organization)- Blood, Immune System and Lymphatic Organs (detailed coverage of the immune system, in line with the latest discoveries)- Endocrine Organs (updated with many new illustrations)- Digestive System (completely revised, including new sections on Antioxidants and Medicinal Herbs- Reproduction, Development and Birth (with new, detailed coverage of the fertilization process)- Central and Peripheral Nervous System (blood supply to the brain has been added)A total of 51 new illustrations have been added, and many others have been revised.Other new features are the summary at the end of each chapter, which reviews the chapter contents; the detailed Table of Contents at the start of each chapter; and the fold-out color plate of a fully labeled skeleton.                ",https://1lib.in/dl/436652/07bdad,722,Thieme,2004,english,"PDF, 23.62 MB"
The Digestive System (The Human Body),Kara Rogers,https://covers.zlibcdn2.com/covers100/books/58/22/9a/58229a5d6e2be1f702e58ecb6a8e8006.jpg,Unknown,https://1lib.in/dl/863639/b1c6c7,258,Unknown,2010,english,"PDF, 4.64 MB"
Your Body. How It Works. Human Development,Ted Zerucha,https://covers.zlibcdn2.com/covers100/books/93/3e/b7/933eb70c6a7d77e925a5038732df0e9e.jpg,"
                    Provides an overview of human development, discussing fertilization, cell development, and cell movement.                ",https://1lib.in/dl/511518/179dea,109,Chelsea House Publications,2003,english,"PDF, 7.12 MB"
Schaum's Outline of Human Anatomy and Physiology,Kent Van De Graaff,https://covers.zlibcdn2.com/covers100/books/64/0e/c7/640ec736a4328e0624e2bf1450708f45.jpg,"
                    Boiled-down essentials of the top-selling Schaum's Outline series for the student with limited time What could be better than the bestselling Schaum's Outline series? For students looking for a quick nuts-and-bolts overview, it would have to be Schaum's Easy Outline series. Every book in this series is a pared-down, simplified, and tightly focused version of its predecessor. With an emphasis on clarity and brevity, each new title features a streamlined and updated format and the absolute essence of the subject, presented in a concise and readily understandable form. Graphic elements such as sidebars, reader-alert icons, and boxed highlights stress selected points from the text, illuminate keys to learning, and give students quick pointers to the essentials. Designed to appeal to underprepared students and readers turned off by dense text Cartoons, sidebars, icons, and other graphic pointers get the material across fast Concise text focuses on the essence of the subject Delivers expert help from teachers who are authorities in their fields Perfect for last-minute test preparation So small and light that they fit in a backpack!                ",https://1lib.in/dl/466363/eb90cf,193,McGraw-Hill,2001,english,"PDF, 3.86 MB"
The Respiratory System (The Human Body),Kara Rogers,https://covers.zlibcdn2.com/covers100/books/ec/ce/79/ecce797b961aba8ed0a84b70147f595a.jpg,Unknown,https://1lib.in/dl/880813/02d552,234,Unknown,2010,english,"PDF, 4.06 MB"
Sobotta Atlas of Human Anatomy Volume 1-2-3,F. Paulsen and J. Waschke,https://covers.zlibcdn2.com/covers100/books/fc/be/ad/fcbeada32c76aec023e673ae457747bf.jpg,"
                    VOLUME 1(General Anatomy and Musculoskeletal System)

G e n e r a l A n a t o m y
Orientation on the Body .............................................................  4
Surface Anatomy.........................................................................  6
Development................................................................................  12
Muskuloskeletal System.............................................................  14
Vessels and Nerves .....................................................................  22
Imaging Techniques....................................................................  32
Integumentary System ..............................................................  36
T r u n k
Surface Anatomy.........................................................................  42
Development................................................................................  44
Skeleton .......................................................................................  46
Imaging........................................................................................  68
Muscles........................................................................................  74
Vessels and Nerves.....................................................................  96
Topography, Back ....................................................................... 104
Female Breast.............................................................................. 114
Topography, Abdomen and Abdominal Wall .......................... 118
U p p e r E x t r e m i t y
Surface Anatomy......................................................................... 130
Development................................................................................ 132
Skeleton ....................................................................................... 134
Imaging........................................................................................ 156
Muscles........................................................................................ 160
Topography................................................................................. 194
Sections ....................................................................................... 239
L o w e r E x t r e m i t y
Surface Anatomy......................................................................... 246
Skeleton ....................................................................................... 248
Imaging........................................................................................ 290
Muscles........................................................................................ 296
Topography................................................................................. 326
Sections ....................................................................................... 369

VOLUME 2(Internal Organs)

V is c e r a o f t h e T h o r a x
Heart.......................................................................................  4
Lungs......................................................................................  28
Oesophagus ..........................................................................  42
Thymus..................................................................................  50
Topography............................................................................  52
Sections .................................................................................  62
V is c e r a o f t h e A b d o m e n
Development ..........................................................................  72
Stomach .................................................................................  74
Intestines ...............................................................................  86
Liver and Gallbladder............................................................. 102
Pancreas................................................................................. 120
Spleen .................................................................................... 128
Topography ............................................................................ 130
Sections ................................................................................. 148
P e lv is a n d R e t r o p e r it o n e a l S p a c e
Kidney and Adrenal Gland..................................................... 160
Efferent Urinary System ........................................................ 174
Genitalia ................................................................................. 182
Rectum and Anal Canal.......................................................... 220
Topography ............................................................................ 228
Sections ................................................................................. 236

VOLUME 3(Head, Neck, and Neuroanatomy)

H e a d
Overview ............................................................................................  4
Skeleton and Joints .........................................................................  5
Muscles................................................................................................  40
Topography........................................................................................  46
Vessels and Nerves...........................................................................  52
N ose.....................................................................................................  58
Mouth and Oral Cavity  ...................................................................  68
Salivary Glands ................................................................................  90
E y e
Development......................................................................................  100
Skeleton ..............................................................................................  102
Eyelids.................................................................................................  104
Lacrimal Apparatus...........................................................................  108
Muscles of the Eye ...........................................................................  112
Topography........................................................................................  116
Eyeball.................................................................................................  125
Visual Pathway..................................................................................  131
E a r
Overview ............................................................................................  136
Outer Ear ............................................................................................  138
Middle Ear ..........................................................................................  142
Auditory Tube....................................................................................  148
Inner E a r..............................................................................................  151
Hearing and Equilibrium..................................................................  157
N e c k
Muscles................................................................................................  164
Pharynx................................................................................................  176
Larynx .................................................................................................  180
Thyroid Gland....................................................................................  192
Topography........................................................................................  196
B r a i n a n d S p i n a l C o r d
General ................................................................................................ 214
Meninges and Blood Supply.......................................................... 216
Brain..................................................................................................... 228
Sections................................................................................................ 274
Cranial Nerves.................................................................................... 290
Spinal Cord.......................................................................................... 324                ",https://1lib.in/dl/3608971/248457,Unknown,"Elsevier GmbH, Urban & Fischer Verlag",2011,english,"ZIP, 262.72 MB"
The Reproductive System (The Human Body),Kara Rogers,https://covers.zlibcdn2.com/covers100/books/aa/ae/5a/aaae5ac9f0ad7a119aa260de0252c1fb.jpg,Unknown,https://1lib.in/dl/934765/3b6e68,264,Unknown,2010,english,"PDF, 5.14 MB"
Pilates Anatomy,Rael Isacowitz,https://covers.zlibcdn2.com/covers100/books/11/18/20/11182048d1ba7b35028d961e21698ff1.jpg,"
                    Pilates Anatomy, 2nd Edition provides a detailed look at your practice, through vivid anatomical illustrated exercises. The bestselling text features over 40 exercises to target various body regions and delve deeper to stretch and strengthen specific muscles. You'll also discover which muscles are activated during each exercises, as well as how variations and adjustments can influence effectiveness. Plus, there's information on how breathing, alignment and movement are fundamentally linked to stabilise the core, improve balance and increase flexibility. ;;This brand new second edition includes a `Personalise Your Practice' section for each exercise. These allow you to vary your practice and customise workouts to fit your needs. You'll also find modifications for limitations such as tight hamstrings and underdeveloped core strength. ;;Also included are techniques for breathing, concentration and self-awareness. These provide a unique exercise experience to enhance your mind and body. Whether you're just beginning to explore Pilates or have been practicing it for years, Pilates Anatomy is a one-of-a-kind resource that you'll use time and time again.                ",https://1lib.in/dl/5273498/75f79f,272,Human Kinetics,2019,english,"EPUB, 59.48 MB"
"Getting Started with Sensors: Measure the World with Electronics, Arduino, and Raspberry Pi",Kimmo Karvinen,https://covers.zlibcdn2.com/covers100/books/2a/30/1a/2a301a2dd4f49b932c6a13fac81d34cd.jpg,"
To build electronic projects that can sense the physical world, you need to build circuits based around sensors: electronic components that react to physical phenomena by sending an electrical signal. Even with only basic electronic components, you can build useful and educational sensor projects.But if you incorporate Arduino or Raspberry Pi into your project, you can build much more sophisticated projects that can react in interesting ways and even connect to the Internet. This book starts by teaching you the basic electronic circuits to read and react to a sensor. It then goes on to show how to use Arduino to develop sensor systems, and wraps up by teaching you how to build sensor projects with the Linux-powered Raspberry Pi. ",https://1lib.in/dl/2464485/667982,140,"Maker Media, Inc",2014,english,"PDF, 7.00 MB"
"Measurement, Instrumentation, and Sensors Handbook: Electromagnetic, Optical, Radiation, Chemical, and Biomedical Measurement",John G. Webster,https://covers.zlibcdn2.com/covers100/books/f4/51/39/f451398a16c3bc9cfb70732d54c889e8.jpg,"
                    The Second Edition of the bestselling Measurement, Instrumentation, and Sensors Handbook brings together all aspects of the design and implementation of measurement, instrumentation, and sensors. Reflecting the current state of the art, it describes the use of instruments and techniques for performing practical measurements in engineering, physics, chemistry, and the life sciences and discusses processing systems, automatic data acquisition, reduction and analysis, operation characteristics, accuracy, errors, calibrations, and the incorporation of standards for control purposes. Organized according to measurement problem, the Electromagnetic, Optical, Radiation, Chemical, and Biomedical Measurement volume of the Second Edition: - Contains contributions from field experts, new chapters, and updates to all 98 existing chapters - Covers sensors and sensor technology, time and frequency, signal processing, displays and recorders, and optical, medical, biomedical, health, environmental, electrical, electromagnetic, and chemical variables A concise and useful reference for engineers, scientists, academic faculty, students, designers, managers, and industry professionals involved in instrumentation and measurement research and development, Measurement, Instrumentation, and Sensors Handbook, Second Edition: Electromagnetic, Optical, Radiation, Chemical, and Biomedical Measurement provides readers with a greater understanding of advanced applications.                ",https://1lib.in/dl/2375297/3345da,1881,CRC Press,2014,english,"PDF, 46.67 MB"
"Measurement, Instrumentation, and Sensors Handbook, Second Edition: Spatial, Mechanical, Thermal, and Radiation Measurement",John G. Webster,https://covers.zlibcdn2.com/covers100/books/d3/19/55/d3195566fbd6b7dd336718dcc9c0cbed.jpg,"
                    The Second Edition of the bestselling Measurement, Instrumentation, and Sensors Handbook brings together all aspects of the design and implementation of measurement, instrumentation, and sensors. Reflecting the current state of the art, it describes the use of instruments and techniques for performing practical measurements in engineering, physics, chemistry, and the life sciences and discusses processing systems, automatic data acquisition, reduction and analysis, operation characteristics, accuracy, errors, calibrations, and the incorporation of standards for control purposes. Organized according to measurement problem, the Spatial, Mechanical, Thermal, and Radiation Measurement volume of the Second Edition: - Contains contributions from field experts, new chapters, and updates to all 96 existing chapters - Covers instrumentation and measurement concepts, spatial and mechanical variables, displacement, acoustics, flow and spot velocity, radiation, wireless sensors and instrumentation, and control and human factors A concise and useful reference for engineers, scientists, academic faculty, students, designers, managers, and industry professionals involved in instrumentation and measurement research and development, Measurement, Instrumentation, and Sensors Handbook, Second Edition: Spatial, Mechanical, Thermal, and Radiation Measurement provides readers with a greater understanding of advanced applications.                ",https://1lib.in/dl/2375423/35442b,1640,CRC Press,2014,english,"PDF, 63.81 MB"
"The Measurement, Instrumentation and Sensors Handbook",John G. Webster,https://covers.zlibcdn2.com/covers100/books/c3/b3/95/c3b395f9ddf09331163e6dc76c04e97c.jpg,"
                    The Measurement Instrumentation and Sensors Handbook describes the use of instruments and techniques for practical measurements required in engineering, physics, chemistry, and the life sciences.The book examines:SensorsHardwareSoftwareTechniquesInformation processing systemsAutomatic data acquisitionReduction and analysis as well as their incorporation for control purposesOrganized according to the measurement problem, each section addresses the different ways of making a measurement for a given variable. Chapters present information on three levels:Basic information without equations and a description of the subject that can be understood by the newcomerDetailed text and mathematical treatment essential for  discovering applications and solving problems outside one's field of specialtyAdvanced applications of the subject, evaluative opinions, and areas for future studyThe Measurement, Instrumentation and Sensors Handbook provides a graded level of difficulty from start to finish, serving the reference needs of the broadest group of readers. Edited by one of the more noted instrumentation experts in the world, the book contains nearly 150 contributions, covering all aspects on the design and implementation of various instrumentation. 2 Vol set has been combined into one book                ",https://1lib.in/dl/2075889/fd6d06,2630,CRC Press,1998,english,"PDF, 36.84 MB"
Measuring Current Voltage and Power Handbook of Sensors and Actuators Vol 7,K. Iwansson,https://covers.zlibcdn2.com/covers100/books/34/9f/bb/349fbba1480936c2a76cd90f18ccf21f.jpg,"
This authoritative new book focuses on recent developments in the instrumentation for sending voltages and currents. It covers new trends and challenges in the field, such as measurements of biocurrents, the increased speed of the components for data taking, testing of computers and integrated circuits where the measurement of rapid voltage and current variations on a very small geometrical scale is necessary. The first chapter concentrates on recent methods to sense voltages and currents, while the rest of the book investigates the applied side, covering for instance electrical power and energy measurements. The main purpose of this volume is to illustrate commonly employed techniques rather than track the scientific evolution and merits and therefore mainly covers patent literature aimed at industrial applications. It is an exciting addition, justifying the series' claim to cover state-of-the-art developments in both the applied and theoretical fields of sensors and actuators.The measurement of voltages and currents is a common task in the field of electricity and electronics. From a technical point of view it is useful to identify schematically different steps of such a measurement. In a first step a voltage or a current is sensed, intermediate steps such as amplification, transmission and further treatment may follow to yield the result in the final step. Today in most cases microprocessors perform the final steps of such measurements. Analog-to digital converters digitise a voltage that is proportional to the value to be measured and a processor performs further computations and handles the storage and the display of the results. The prerequisite for such measurements are sensors or transducers that respond in a known way to the voltage or current to be measured. The emphasis of this book is put on recent developments of the instrumentation for sensing voltages and currents.Aside from the general trend towards smaller, cheaper and more reliable instrumentation, new demands have arisen. New applications, like measurements of biocurrents, ask for higher sensitivities. Computers and integrated circuits pose new challenges. To exploit the increased speed of the components for data taking, suitable sensors are required. The accuracy that can be achieved depends more than ever on the first step, the acquisition of the raw data. The influence of the measurement process on the results becomes more crucial. Testing of integrated circuits themselves is a completely new application. For such tests one has to measure rapid voltage and current variations on very small geometrical scales. Here, as well as in the traditional high voltage applications, contactless measurements play an important role.The organisation of this book is as follows: In the first chapter different methods to sense voltages and currents are described. For the sake of completeness most commonly used methods are mentioned, we concentrate, however, on those developed recently. The chapters address the subject from the side of different applications in which voltages and currents are sensed.Since the main purpose of this publication is to illustrate commonly employed techniques rather than to track the scientific evolution and merits in particular fields, in general those publications that illustrate a particular measurement principle best have been cited. The citation of a particular reference does therefore not imply that this is the first or most pertinent publication in the respective field.                ",https://1lib.in/dl/602606/d26deb,233,Elsevier Science,1999,english,"PDF, 8.06 MB"
Sensors: Projects and Experiments to Measure the World with Arduino and Raspberry Pi,Tero Karvinen,https://covers.zlibcdn2.com/covers100/books/e5/3a/bf/e53abf0f8facec23552af3d53f0c41e9.jpg,"
Make: Sensors is the definitive introduction and guide to the sometimes-tricky world of using sensors to monitor the physical world. With dozens of projects and experiments for you to build, this book shows you how to build sensor projects with both Arduino and Raspberry Pi. Use Arduino when you need a low-power, low-complexity brain for your sensor, and choose Raspberry Pi when you need to perform additional processing using the Linux operating system running on that device.You'll learn about touch sensors, light sensors, accelerometers, gyroscopes, magnetic sensors, as well as temperature, humidity, and gas sensors. ",https://1lib.in/dl/3709666/c637e2,402,Maker Media,2014,english,"PDF, 81.60 MB"
Advanced Interfacing Techniques for Sensors. Measurement Circuits and Systems for Intelligent Sensors,Boby George,https://covers.zlibcdn2.com/covers100/books/19/1e/a5/191ea58506dd67936cecc1806d35fb61.jpg,"
                    This book presents ways of interfacing sensors to the digital world, and discusses the marriage between sensor systems and the IoT: the opportunities and challenges. As sensor output is often affected by noise and interference, the book presents effective schemes for recovering the data from a signal that is buried in noise. It also explores interesting applications in the area of health care, un-obstructive monitoring and the electronic nose and tongue. It is a valuable resource for engineers and scientists in the area of sensors and interfacing wanting to update their knowledge of the latest developments in the field and learn more about sensing applications and challenges.                ",https://1lib.in/dl/2934438/126929,323,Springer,2017,english,"PDF, 10.43 MB"
"Make: Getting Started with Sensors: Measure the World with Electronics, Arduino, and Raspberry Pi",Kimmo Karvinen,https://covers.zlibcdn2.com/covers100/books/3d/b1/67/3db167261f7c5822a9716c8728692d86.jpg,"
                    To build electronic projects that can sense the physical world, you need to build circuits based around sensors: electronic components that react to physical phenomena by sending an electrical signal. Even with only basic electronic components, you can build useful and educational sensor projects.  But if you incorporate Arduino or Raspberry Pi into your project, you can build much more sophisticated projects that can react in interesting ways and even connect to the Internet. This book starts by teaching you the basic electronic circuits to read and react to a sensor. It then goes on to show how to use Arduino to develop sensor systems, and wraps up by teaching you how to build sensor projects with the Linux-powered Raspberry Pi.                ",https://1lib.in/dl/2735513/1697ed,140,O'Reilly Media,2014,english,"PDF, 7.45 MB"
