title,author,image,desc,download_link,pages,publisher,year,language,file
A Beginner's Guide to Discrete Mathematics,W. D. Wallis,https://covers.zlibcdn2.com/covers100/books/24/b7/ce/24b7cefe0416b5afbe3c8dede783dc1e.jpg,"
Wallis's book on discrete mathematics is a resource for an introductory course in a subject fundamental to both mathematics and computer science, a course that is expected not only to cover certain specific topics but also to introduce students to important modes of thought specific to each discipline . . . Lower-division undergraduates through graduate students. —Choice reviews (Review of the First Edition)This second edition of A Beginner’s Guide to Discrete Mathematics presents a detailed guide to discrete mathematics and its relationship to other mathematical subjects including set theory, probability, cryptography, graph theory, and number theory. This textbook has a distinctly applied orientation and explores a variety of applications.Key Features of the second edition: * Includes a new chapter on the theory of voting as well as numerous new examples and exercises throughout the book * Introduces functions, vectors, matrices, number systems, scientific notations, and the representation of numbers in computers * Provides examples which then lead into easy practice problems throughout the text and full exercise at the end of each chapter * Full solutions for practice problems are provided at the end of the bookThis text is intended for undergraduates in mathematics and computer science, however, featured special topics and applications may also interest graduate students. ",https://1lib.in/dl/1169814/f24dd7,427,Birkhäuser Basel,2012,english,"PDF, 3.56 MB"
"Discrete Mathematics and Its Applications, seventh edition",Kenneth Rosen,https://covers.zlibcdn2.com/covers100/books/26/de/07/26de073344d4c6172c8fe43e86a5ca53.jpg,"
                    Discrete Mathematics and its Applications, Seventh Edition, is intended for one- or two-term introductory discrete mathematics courses taken by students from a wide variety of majors, including computer science, mathematics, and engineering.  This renowned best-selling text, which has been used at over 500 institutions around the world, gives a focused introduction to the primary themes in a discrete mathematics course and demonstrates the relevance and practicality of discrete mathematics to a wide a wide variety of real-world applications…from computer science to data networking, to psychology, to chemistry, to engineering, to linguistics, to biology, to business, and to many other important fields.                ",https://1lib.in/dl/1258241/015978,1072,McGraw-Hill Science/Engineering/Math,2011,english,"PDF, 36.21 MB"
Discrete mathematics and its applications,Rosen,https://covers.zlibcdn2.com/covers100/books/63/8d/5e/638d5ec2547def019458ab88ad39a040.jpg,Unknown,https://1lib.in/dl/4985595/07ad44,1118,McGraw-Hill,2019,english,"PDF, 8.32 MB"
Essential Discrete Mathematics for Computer Science,Harry Lewis,https://covers.zlibcdn2.com/covers100/books/e5/e4/e4/e5e4e4a7cd1ab4a7a46d5921252bc70f.jpg,"
                    A more intuitive approach to the mathematical foundation of computer science
Discrete mathematics is the basis of much of computer science, from algorithms and automata theory to combinatorics and graph theory. This textbook covers the discrete mathematics that every computer science student needs to learn. Guiding students quickly through thirty-one short chapters that discuss one major topic each, this flexible book can be tailored to fit the syllabi for a variety of courses.
Proven in the classroom, Essential Discrete Mathematics for Computer Science aims to teach mathematical reasoning as well as concepts and skills by stressing the art of proof. It is fully illustrated in color, and each chapter includes a concise summary as well as a set of exercises. The text requires only precalculus, and where calculus is needed, a quick summary of the basic facts is provided.
Essential Discrete Mathematics for Computer Science is the ideal introductory textbook for standard undergraduate courses, and is also suitable for high school courses, distance education for adult learners, and self-study.

• The essential introduction to discrete mathematics
• Features thirty-one short chapters, each suitable for a single class lesson
• Includes more than 300 exercises
• Almost every formula and theorem proved in full
• Breadth of content makes the book adaptable to a variety of courses
• Each chapter includes a concise summary
• Solutions manual available to instructors                ",https://1lib.in/dl/3681525/e8b4b1,408,Princeton University Press,2019,english,"PDF, 24.62 MB"
Foundations of Discrete Mathematics with Algorithms and Programming,Sriraman Sridharan,https://covers.zlibcdn2.com/covers100/books/ee/3e/4d/ee3e4d54cdddae6e8a16501352739c7e.jpg,"
                    Discrete Mathematics has permeated the whole of mathematics so much so it has now come to be taught even at the high school level. This book presents the basics of Discrete Mathematics and its applications to day-to-day problems in several areas. This book is intended for undergraduate students of Computer Science, Mathematics and Engineering. A number of examples have been given to enhance the understanding of concepts. The programming languages used are Pascal and C                ",https://1lib.in/dl/3629818/44ee5b,535,CRC Press,2019,english,"PDF, 3.10 MB"
Logic and Discrete Mathematics: A Concise Introduction,Willem Conradie,https://covers.zlibcdn2.com/covers100/books/7a/92/9a/7a929aed4a7d68284b2d140a14fe36bf.jpg,"
A concise yet rigorous introduction to logic and discrete mathematics. This book features a unique combination of comprehensive coverage of logic with a solid exposition of the most important fields of discrete mathematics, presenting material that has been tested and refined by the authors in university courses taught over more than a decade.   The chapters on logic - propositional and first-order -  provide a robust toolkit for logical reasoning, emphasizing the conceptual understanding of the language and the semantics of classical logic as well as practical applications through the easy to understand and use deductive systems of Semantic Tableaux and Resolution. The chapters on set theory, number theory, combinatorics and graph theory combine the necessary minimum of theory with numerous examples and selected applications.  Written in a clear and reader-friendly style, each section ends with an extensive set of exercises, most of them provided with complete solutions which are available in the accompanying solutions manual. Key Features:  Suitable for a variety of courses for students in both Mathematics and Computer Science. Extensive, in-depth coverage of classical logic, combined with a solid exposition of a selection  of the most important fields of discrete mathematics Concise, clear and uncluttered presentation with numerous examples. Covers some applications including cryptographic systems, discrete probability and network algorithms.          Logic and Discrete Mathematics: A Concise Introduction is aimed mainly at undergraduate courses for students in mathematics and computer science, but the book will also be a valuable resource for graduate modules and for self-study. ",https://1lib.in/dl/2528879/f05303,376,Wiley,2015,english,"PDF, 5.61 MB"
Mathematics for Computer Science,Eric Lehman,https://covers.zlibcdn2.com/covers100/books/65/e3/8a/65e38a0cad423c78bd7dfc7314a1f56d.jpg,"
                    This text explains how to use mathematical models and methods to analyze problems that arise in computer science. The subject offers an introduction to Discrete Mathematics oriented toward Computer Science and Engineering, adnd covers: Fundamental concepts of Mathematics: definitions, proofs, sets, functions, relations; Discrete structures: graphs, state machines, modular arithmetic, counting; Discrete probability theory.

Readers will be able
- to reason mathematically about basic data types and structures used in computer algorithms and systems; distinguish rigorous definitions and conclusions from merely plausible ones; synthesize elementary proofs, especially proofs by induction.
- to model and analyze computational processes using analytic and combinatorial methods.
- to apply principles of discrete probability to calculate probabilities and expectations of simple random processes.


Brief Contents
I Proofs
Introduction
1 What is a Proof?
2 The Well Ordering Principle
3 Logical Formulas
4 Mathematical Data Types
5 Induction
6 Recursive Data Types
7 Infinite Sets
8 Number Theory
II Structures
Introduction
9 Directed graphs & Partial Orders
10 Communication Networks
11 Simple Graphs
12 Planar Graphs
III Counting
Introduction
13 Sums and Asymptotics
14 Cardinality Rules
15 Generating Functions
IV Probability
Introduction
16 Events and Probability Spaces
17 Random Variables
18 Deviation from the Mean
19 Random Processes
V Recurrences
Introduction
20 Recurrences
Bibliography
Index
Glossary of Symbols

Contents
I Proofs
1 What is a Proof?
1.1 Propositions
1.2 Predicates
1.3 The Axiomatic Method
1.4 Our Axioms
1.5 Proving an Implication
1.6 Proving an “If and Only If”
1.7 Proof by Cases
1.8 Proof by Contradiction
1.9 Good Proofs in Practice
2 The Well Ordering Principle
2.1 Well Ordering Proofs
2.2 Template for Well Ordering Proofs
2.3 Factoring into Primes
2.4 Well Ordered Sets
3 Logical Formulas
3.1 Propositions from Propositions
3.2 Propositional Logic in Computer Programs
3.3 Equivalence and Validity
3.4 The Algebra of Propositions
3.5 The SAT Problem
3.6 Predicate Formulas
4 Mathematical Data Types
4.1 Sets
4.2 Sequences
4.3 Functions
4.4 Binary' Relations
4.5 Finite Cardinality
5 Induction
5.1 Ordinary Induction
5.2 Strong Induction
5.3 Strong Induction vs. Induction vs. Well Ordering
5.4 State Machines
6 Recursive Data Types
6.1 Recursive Definitions and Structural Induction
6.2 Strings of Matched Brackets
6.3 Recursive Functions on Nonnegative Integers
6.4 Arithmetic Expressions
6.5 Induction in Computer Science
7 Infinite Sets
7.1 Infinite Cardinality
7.2 The Halting Problem
7.3 The Logic of Sets
7.4 Does All This Really Work?
8 Number Theory
8.1 Divisibility
8.2 The Greatest Common Divisor
8.3 Prime Mysteries
8.4 The Fundamental Theorem of Arithmetic
8.5 Alan Turing
8.6 Modular Arithmetic
8.7 Remainder Arithmetic
8.8 Turing’s Code (Version 2.0)
8.9 Multiplicative Inverses and Cancelling
8.10 Euler’s Theorem
8.11 RSA Public Key Encryption
8.12 What has SAT got to do with it?
II Structures
9 Directed graphs & Partial Orders
9.1 Digraphs & Vertex Degrees
9.2 Adjacency Matrices
9.3 Walk Relations
9.4 Directed Acyclic Graphs & Partial Orders
9.5 Weak Partial Orders
9.6 Representing Partial Orders by Set Containment
9.7 Path-Total Orders
9.8 Product Orders
9.9 Scheduling
9.10 Equivalence Relations
9.11 Summary of Relational Properties
10 Communication Networks
10.1 Complete Binary Tree
10.2 Routing Problems
10.3 Network Diameter
10.4 Switch Count
10.5 Network Latency
10.6 Congestion
10.7 2-D Array
10.8 Butterfly
10.9 BeneS Network
11 Simple Graphs
11.1 Vertex Adjacency and Degrees
11.2 Sexual Demographics in America
11.3 Some Common Graphs
11.4 Isomorphism
11.5 Bipartite Graphs & Matchings
11.6 The Stable Marriage Problem
11.7 Coloring
11.8 Getting from u to v in a Graph
11.9 Connectivity
11.10 Odd Cycles and 2-Colorability
11.11 Forests & Trees
12 Planar Graphs
12.1 Drawing Graphs in the Plane
12.2 De finitions of Planar Graphs
12.3 Euler’s Formula
12.4 Bounding the Number of Edges in a Planar Graph
12.5 Returning to K5 and 3
12.6 Coloring Planar Graphs
12.7 Classifying Polyhedra
12.8 Another Characterization for Planar Graphs
III Counting
13 Sums and Asymptotics
13.1 The Value of an Annuity
13.2 Sums of Powers
13.3 Approximating Sums
13.4 Hanging Out Over the Edge
13.5 Products
13.6 Double Trouble
13.7 Asymptotic Notation
14 Cardinality Rules
14.1 Counting One Thing by Counting Another
14.2 Counting Sequences
14.3 The Generalized Product Rule
14.4 The Division Rule
14.5 Counting Subsets
14.6 Sequences with Repetitions
14.7 Counting Practice: Poker Hands
14.8 The Pigeonhole Principle
14.9 Inclusion-Exclusion
14.10 Combinatorial Proofs
15 Generating Functions
15.1 Infinite Series
15.2 Counting with Generating Functions
15.3 Partial Fractions
15.4 Solving Linear Recurrences
15.5 Formal Power Series
IV Probability
16 Events and Probability Spaces
16.1 Let's Make a Deal
16.2 The Four Step Method
16.3 Strange Dice
16.4 Set Theory and Probability
16.5 Conditional Probability
16.6 Independence
17 Random Variables
17.1 Random Variable Examples
17.2 Independence
17.3 Distribution Functions
17.4 Great Expectations
17.5 Linearity of Expectation
18 Deviation from the Mean
18.1 Why the Mean?
18.2 Markov’s Theorem
18.3 Chebyshev’s Theorem
18.4 Properties of Variance
18.5 Estimation by Random Sampling
18.6 Confidence versus Probability
18.7 Sums of Random Variables
18.8 Really Great Expectations
19 Random Processes
19.1 Gamblers’Ruin
19.2 Random Walks on Graphs
V Recurrences
20 Recurrences
20.1 The Towers of Hanoi
20.2 Merge Sort
20.3 Linear Recurrences
20.4 Divide-and-Conquer Recurrences
20.5 A Feel for Recurrences
Bibliography
Index                ",https://1lib.in/dl/1290760/daa5cc,829,MIT OCWare,2012,english,"PDF, 8.14 MB"
How to Prove It: A Structured Approach,Velleman D. J.,https://covers.zlibcdn2.com/covers100/books/c3/33/45/c33345766801da923c7b58045c255ad4.jpg,"
                    Many students have trouble the first time they take a mathematics course in which proofs play a sigficant role. This book will prepare students for such courses by teaching them techniques for writing and reading proofs. No background beyond high school mathematics is assumed. The book begins with logic and set theory, to familiarize students with the language of mathematics and how it is interpreted. This understanding of the language of mathematics serves as the basis for a detailed discussion of the most important techniques used in proofs, when and how to use them, and how they are combined to produce comples proofs. Material on the natural numbers, relations, functions, and infinite sets provides practice in writing and reading proofs, as well as supplying background that will be valuable in most theoretical mathematics courses.                ",https://1lib.in/dl/491891/3a87ae,398,Unknown,2006,english,"PDF, 23.92 MB"
Discrete Mathematics Demystified,Steven Krantz,https://covers.zlibcdn2.com/covers100/books/67/c3/94/67c39473928fc602039fe1e55fe4f7ee.jpg,"
Multiply your chances of understanding Discrete MathematicsIf you're interested in learning the fundamentals of discrete mathematics but can't seem to get your brain to function, then here's your solution. Add this easy-to-follow guide to the equation and calculate how quickly you learn the essential concepts.Written by award-winning math professor Steven Krantz, Discrete Mathematics Demystified explains this challenging topic in an effective and enlightening way. You will learn about logic, proofs, functions, matrices, sequences, series, and much more. Concise explanations, real-world examples, and worked equations make it easy to understand the material, and end-of-chapter exercises and a final exam help reinforce learning.This fast and easy guide offers:• Numerous figures to illustrate key concepts• Sample problems with worked solutions• Coverage of set theory, graph theory, and number theory• Chapters on cryptography and Boolean algebra• A time-saving approach to performing better on an exam or at workSimple enough for a beginner, but challenging enough for an advanced student, Discrete Mathematics Demystified is your integral tool for mastering this complex subject. ",https://1lib.in/dl/734714/28f34f,354,McGraw-Hill Professional,2008,english,"PDF, 4.51 MB"
Discrete Mathematics,Richard Johnsonbaugh,https://covers.zlibcdn2.com/covers100/books/90/13/7e/90137e567eb283907bf0c0c086f645da.jpg,"
 For one- or two-term introductory courses in discrete mathematics.        An accessible introduction to the topics of discrete math, this best-selling text also works to expand students’ mathematical maturity.    With nearly 4,500 exercises, Discrete Mathematics provides ample opportunities for students to practice, apply, and demonstrate conceptual understanding. Exercise sets features a large number of applications, especially applications to computer science. The almost 650 worked examples provide ready reference for students as they work. A strong emphasis on the interplay among the various topics serves to reinforce understanding. The text models various problem-solving techniques in detail, then provides opportunity to practice these techniques. The text also builds mathematical maturity by emphasizing how to read and write proofs. Many proofs are illustrated with annotated figures and/or motivated by special Discussion sections. The side margins of the text now include “tiny URLs” that direct students to relevant applications, extensions, and computer programs on the textbook website. ",https://1lib.in/dl/3414156/b78a37,768,Pearson,2017,english,"PDF, 23.04 MB"
Student’s Solutions Guide to Accompany Discrete Mathematics and Its Applications,Kenneth H Rosen,https://covers.zlibcdn2.com/covers100/books/b6/d8/56/b6d85648c6bc0d9028267aadb14d3267.jpg,"
Answers to ODD numbered problems are in the back of the book. WORKED OUT SOLUTIONS for these ODD numbered problems are in the PRINTED Student's Solutions Guide (0-07-7353501). Complete SOLUTIONS for the EVEN NUMBERED PROBLEMS are available for the Instructor ONLY in the Instructor's Resource Guide link under the Instructor Resources.                ",https://1lib.in/dl/5190506/3e023a,563,McGraw-Hill,2011,english,"PDF, 29.29 MB"
