title,author,image,desc,download_link,pages,publisher,year,language,file
Circuit Analysis II with MATLAB Computing and Simulink   SimPowerSystems Modeling,Steven Karris,https://covers.zlibcdn2.com/covers100/books/de/19/cd/de19cdc6c48689bb7230dec5ca17589b.jpg,"
                    This text is written for use in a second course in circuit analysis. It encompasses a spectrum of subjects ranging from the most abstract to the most practical, and the material can be covered in one semester or two quarters.The reader of this book should have the traditional undergraduate knowledge of an introductory circuit analysis material such as Circuit Analysis I with MATLAB Computing and Simulink / SimPowerSystems Modeling, ISBN 978-1-934404-17-1. Another prerequisite would be a basic knowledge of differential equations, and in most cases, engineering students at this level have taken all required mathematics courses. Appendix H serves as a review of differential equations with emphasis on engineering related topics and it is recommended for readers who may need a review of this subject. For additional information. please visit the Orchard Publications site.                ",https://1lib.in/dl/891806/0907a9,676,Unknown,2009,english,"PDF, 5.47 MB"
Microelectronics Circuit Analysis and Design,Donald Neamen,https://covers.zlibcdn2.com/covers100/books/89/14/e3/8914e3d039ae7e722b15d90829cf2d0d.jpg,"
Microelectronics: Circuit Analysis and Design",https://1lib.in/dl/2762371/adf885,Unknown,McGraw-Hill Education,2009,english,"PDF, 11.54 MB"
Circuit Analysis with PSpice. A Simplified Approach,Nassir H. Sabah,https://covers.zlibcdn2.com/covers100/books/2b/28/52/2b285229e29cc02ad70b60dd33e0c659.jpg,"
                    Electric circuits, and their electronic circuit extensions, are found in all electrical and electronic equipment including: household equipment, lighting, heating, air conditioning, control systems in both homes and commercial buildings, computers, consumer electronics, and means of transportation, such as cars, buses, trains, ships, and airplanes. Electric circuit analysis is essential for designing all these systems.Electric circuit analysis is a foundation for all hardware courses taken by students in electrical engineering and allied fields, such as electronics, computer hardware, communications and control systems, and electric power. This book is intended to help students master basic electric circuit analysis, as an essential component of their professional education. Furthermore, the objective of this book is to approach circuit analysis by developing a sound understanding of fundamentals and a problem-solving methodology that encourages critical thinking.                ",https://1lib.in/dl/2935623/941aa8,839,CRC Press,2017,english,"PDF, 38.63 MB"
Microelectronic Circuits: Analysis & Design 2nd Edition  ,Muhammad H. Rashid,https://covers.zlibcdn2.com/covers100/books/94/41/ae/9441ae82a88248b63b5a1922edb75541.jpg,"
                    MICROELECTRONIC CIRCUITS: ANALYSIS AND DESIGN combines a ""breadth-first"" approach to teaching electronics with a strong emphasis on electronics design and simulation. Professor Rashid first introduces students to the general characteristics of circuits (ICs) to prepare them for the use of circuit design and analysis techniques. He then moves on to a more detailed study of devices and circuits and how they operate within ICs. This approach makes the text easily adaptable to both one- and two-term electronics courses. Student's gain a strong systems perspective, and can readily fill in device-level detail as the course (and their job) requires. In addition, Rashid, author of five successful texts on PSpice and power electronics, directly addresses student's needs for applying theory to real-world design problems by mastering the use of PSpice for testing and verifying their designs. More than 50% of the problems and examples in the text concentrate on design, with PSpice used extensively in the design problems.                ",https://1lib.in/dl/1197325/30f288,1312,Cengage Learning,2011,english,"PDF, 12.48 MB"
Fundamentals of Electrical Circuit Analysis,Md. Abdus Salam,https://covers.zlibcdn2.com/covers100/books/78/63/77/786377ff6dc41d4c24aa98cfc222402f.jpg,Unknown,https://1lib.in/dl/3489568/236e52,463,Springer,2018,english,"PDF, 11.69 MB"
The Switching Function: analysis of power electronic circuits,Christos Marouchos,https://covers.zlibcdn2.com/covers100/books/af/26/e4/af26e4595dbcf66e264556daa5a90aff.jpg,"
                    This new book demonstrates the usefulness of the switching function in analysing power electronic circuits in the steady state. It includes analysis of generic circuits of power electronics using the switching function, and derives compact expressions for output voltage and current and input current. Further coverage includes frequency spectrums and distortion figures together with the power factor where appropriate, and switching function algebra. The application of the Kirchoff's laws and the superposition theorem in switched circuits are also discussed.Also available:VLSI Testing: digital and mixed analogue/digital techniques - ISBN 0852969015 Low-power HF Microelectronics: a unified approach - ISBN 0852968744The Institution of Engineering and Technology is one of the world's leading professional societies for the engineering and technology community. The IET publishes more than 100 new titles every year; a rich mix of books, journals and magazines with a back catalogue of more than 350 books in 18 different subject areas including:   -Power & Energy   -Renewable Energy   -Radar, Sonar & Navigation   -Electromagnetics    -Electrical Measurement   -History of Technology   -Technology Management                ",https://1lib.in/dl/681718/abca57,310,Institution of Engineering and Technology,2006,english,"PDF, 1.99 MB"
Circuit Analysis I with MATLAB Computing and Simulink SimPowerSystems Modeling,Karris,https://covers.zlibcdn2.com/covers100/books/32/69/52/32695273d09a25d3ef484b360436251e.jpg,Unknown,https://1lib.in/dl/600608/965c88,618,Unknown,Unknown,english,"PDF, 5.03 MB"
Analysis and Design of Analog Integrated Circuits,P.R. Gray,https://covers.zlibcdn2.com/covers100/books/15/b3/b8/15b3b85e0de3db37cd1aaa4360eb0033.jpg,Unknown,https://1lib.in/dl/2383063/56a1d3,897,Wiley,2009,english,"PDF, 7.91 MB"
Digital Integrated Circuits - Analysis and Design,John E. Ayers,https://covers.zlibcdn2.com/covers100/books/b2/36/63/b2366304fd9839197723aa32bf2ae534.jpg,"
                    There is no field of enterprise today more dynamic or more challenging than Digital Integrated Circuits. But because of its rapid development, the field has quickly outgrown most of the standard textbooks. The field is also decidedly interdisciplinary. Engineers now must understand materials, physics, devices, processing electromagnetics, computer tools, and economics along with circuits and design rules, but few if any texts take the interdisciplinary approach that best prepares students for their future studies and practice.Author John Ayers designed Digital Integrated Circuits: Analysis and Design to meet three primary objectives:·Take an interdisciplinary approach that will stay relevant for years to come·Provide broad coverage of the field relevant to students interested in designing integrated circuits and to those aiming towards designing with integrated circuits·Focus on the underlying principles rather than the details of current technologies that will soon be obsoleteRich with pedagogical features and supplementary materials, this book appears destined to set a new standard for digital integrated circuits texts. It provides all of the materials you need to offer the best possible course for engineering or computer science students, and it's clear, systematic presentation and wealth of solved examples build the solid, practical foundation today's students need.Prerequisites: Students will need an upper-level undergraduate engineering and science background with courses in circuits, electronics, and digital logic.                ",https://1lib.in/dl/550881/0224a5,721,CRC Press,2003,english,"PDF, 10.90 MB"
Engineering circuit analysis,William Hart Hayt,https://covers.zlibcdn2.com/covers100/books/4c/d6/af/4cd6afb57f0af7e2b59f5dac54ceb853.jpg,"
                    The hallmark feature of this classic text is its focus on the student - it is written so that students may teach the science of circuit analysis to themselves. Terms are clearly defined when they are introduced, basic material appears toward the beginning of each chapter and is explained carefully and in detail, and numerical examples are used to introduce and suggest general results. Simple practice problems appear throughout each chapter, while more difficult problems appear at the ends of chapters, following the order of presentation of text material. This introduction and resulting repetition provide an important boost to the learning process. Hayt's rich pedagogy supports and encourages the student throughout by offering tips and warnings, using design to highlight key material, and providing lots of opportunities for hands-on learning. The thorough exposition of topics is delivered in an informal way that underscores the authors' conviction that circuit analysis can and should be fun.                ",https://1lib.in/dl/1105037/2b7ff9,881,McGraw-Hill Higher Education,2007,english,"PDF, 97.72 MB"
Fundamentals of Electronics: Book 1: Electronic Devices and Circuit Applications,Thomas F. Schubert Jr.,https://covers.zlibcdn2.com/covers100/books/6c/63/5e/6c635e18a11f3473b92aa082e4baa6ce.jpg,"
This book, Electronic Devices and Circuit Application, is the first of four books of a larger work, Fundamentals of Electronics. It is comprised of four chapters describing the basic operation of each of the four fundamental building blocks of modern electronics: operational amplifiers, semiconductor diodes, bipolar junction transistors, and field effect transistors. Attention is focused on the reader obtaining a clear understanding of each of the devices when it is operated in equilibrium. Ideas fundamental to the study of electronic circuits are also developed in the book at a basic level to lessen the possibility of misunderstandings at a higher level. The difference between linear and non-linear operation is explored through the use of a variety of circuit examples including amplifiers constructed with operational amplifiers as the fundamental component and elementary digital logic gates constructed with various transistor types. Fundamentals of Electronics has been designed primarily for use in an upper division course in electronics for electrical engineering students. Typically such a course spans a full academic years consisting of two semesters or three quarters. As such, Electronic Devices and Circuit Applications, and the following two books, Amplifiers: Analysis and Design and Active Filters and Amplifier Frequency Response, form an appropriate body of material for such a course. Secondary applications include the use in a one-semester electronics course for engineers or as a reference for practicing engineers. Table of Contents: Preface / Acknowledgments / Operational Amplifiers and Applications / Diode Characteristics and Circuits / Bipolar Junction Transistor Characteristic / Field Effect Transistor Characteristics / Authors' Biographies  ",https://1lib.in/dl/2709826/417636,Unknown,Morgan & Claypool Publishers,2015,english,"PDF, 7.55 MB"
Electronic Devices and Circuit Theory (11th Edition),Robert L. Boylestad,https://covers.zlibcdn2.com/covers100/books/1f/ec/99/1fec9964c4c69b9aedb545bc50eff5de.jpg,Unknown,https://1lib.in/dl/2369321/8601c5,927,Prentice Hall,2012,english,"PDF, 25.92 MB"
"Power electronics : devices, circuits, and applications",Muhammad H. Rashid,https://covers.zlibcdn2.com/covers100/books/5d/39/74/5d39749a747db7a317011bb4560c8218.jpg,Unknown,https://1lib.in/dl/3555381/9e5dde,Unknown,Pearson,2014,english,"PDF, 48.70 MB"
Electronic devices and circuit theory,Boylestad,https://covers.zlibcdn2.com/covers100/books/86/51/13/8651138f5de699f67bf5779b28b5ce24.jpg,Unknown,https://1lib.in/dl/3553271/7cfdb7,922,Pearson,2014,english,"PDF, 55.93 MB"
Robot mechanisms and mechanical devices illustrated,Paul Sandin,https://covers.zlibcdn2.com/covers100/books/4c/90/b9/4c90b9ed62667494233cd1d8cd8ecdfc.jpg,"
                    This title covers virtually everything related to mobile robots - destined to become the definitive work on robot mechanisms. It discusses the manipulators, grippers, and mechanical sensors used in mobile robotics, and includes never before compiled material on high-mobility suspension and drivetrains. Motor control section is written for those who dont have an advanced electrical understanding. It is a must read for anyone interested in the field of high-mobility vehicles.New Mechanisms, New Systems, New DevicesWritten by a leading robot designer -- designer of robots used at the horizon of mobile robotics -- this resource offers a collection of both new and classic robotic mechanisms and devices unmatched in scope, from such high-level sources as the mechanical engineers mainstay, Mechanisms and Mechanical Devices Illustrated. Paul Sandins superlative reference also brings you new robotic mechanisms and devices that have never before been collected! Inside you’ll find:* The most extensive array of mechanisms and devices for mobile robots ever compiled* Innovations in high-mobility suspension systems and drivetrains* A wide range of steering systems and techniques* Insights and diagrams on manipulator and gripper mechanisms and geometries* Details on robust mechanical sensor systems* Robot motor control electronics explained with the non-EE in mind* Inspiration to take you to the next level in mobile robots -- and beyond                ",https://1lib.in/dl/438018/5fb664,337,McGraw-Hill,2003,english,"PDF, 4.20 MB"
Solid State Electronic Devices: Global Edition,Ben G. Streetman,https://covers.zlibcdn2.com/covers100/books/1e/5e/6b/1e5e6bad181b794c1d92d9dcf9dd718c.jpg,"
   Solid State Electronic Devices  is intended for undergraduate electrical engineering students or for practicing engineers and scientists interested in updating their understanding of modern electronics   ¿  One of the most widely used introductory books on semiconductor materials, physics, devices and technology,  Solid State Electronic Devices  aims to: 1) develop basic semiconductor physics concepts, so students can better understand current and future devices; and 2) provide a sound understanding of current semiconductor devices and technology, so that their applications to electronic and optoelectronic circuits and systems can be appreciated. Students are brought to a level of understanding that will enable them to read much of the current literature on new devices and applications.  ¿¿   Teaching and Learning Experience  This program will provide a better teaching and learning experience–for you and your students. It will help:   Provide a Sound Understanding of Current Semiconductor Devices: With this background, students will be able to see how their applications to electronic and optoelectronic circuits and systems are meaningful.  Incorporate the Basics of Semiconductor Materials and Conduction Processes in Solids: Most of the commonly used semiconductor terms and concepts are introduced and related to a broad range of devices.  Develop Basic Semiconductor Physics Concepts: With this background, students will be better able to understand current and future devices.  ",https://1lib.in/dl/2850694/41a106,Unknown,Pearson Education Limited,2016,english,"PDF, 14.84 MB"
"Power electronics : devices, circuits and industrial applications",Moorthi,https://covers.zlibcdn2.com/covers100/books/e3/7a/a0/e37aa04d4bfcff57c0c3b278ca391c70.jpg,"
                    ""Power Electronics: Devices, Circuits, and Industrial Applications provides an exhaustive coverage of various power electronic devices, with emphasis on the thyristor. The characteristics of modern power semiconductor devices such as the power transistor, MOSFET, and IGBT are also discussed. Also covered in detail are controlled rectifiers, ac and dc drives, cycloconverters, brushless dc motors, microprocessor control of industrial equipment, and field oriented control of ac motors."" ""The book emphasizes the fundamental concepts with in-depth treatment of topics supplemented by a large number of worked examples. Written in a clear and lucid style, the book encourages self-study and motivates the student towards independent problem solving."" ""The book would serve as an invaluable text for undergraduate and postgraduate courses on power electronics and a useful reference for practising design engineers.""--Jacket. Read more...  Abstract:                         The book provides an exhaustive coverage of various power electronic devices, and other related topics in a student-friendly manner. The text is supported by a large number of examples and review exercises to test the understanding of fundamental concepts. Read more... ",https://1lib.in/dl/2712535/ffdc30,1013,Oxford University Press,2005,english,"PDF, 7.69 MB"
"Electronics Fundamentals. Circuits, Devices, and Applications",David M. Buchla,https://covers.zlibcdn2.com/covers100/books/3e/82/86/3e828654033c8f9a16dd2cd64abcec84.jpg,"
                    For DC/AC Circuits courses requiring a comprehensive, all inclusive text covering basic DC/AC Circuit fundamentals with additional chapters on Devices. This renowned text offers a comprehensive yet practical exploration of basic electrical and electronic concepts, hands-on applications, and troubleshooting. Written in a clear and accessible narrative, the Seventh Edition focuses on fundamental principles and their applications to solving real circuit analysis problems, and devotes six chapters to examining electronic devices                ",https://1lib.in/dl/2625020/00efbf,1065,Pearson Education Limited,2014,english,"PDF, 30.00 MB"
"Schaum's Outline of Electronic Devices and Circuits, Second Edition",Jimmie J. Cathey,https://covers.zlibcdn2.com/covers100/books/f8/cd/ec/f8cdece89b05831ad5d73016402ae384.jpg,"
                    This updated version of its internationally popular predecessor provides and introductory problem-solved text for understanding fundamental concepts of electronic devices, their design, and their circuitry. Providing an interface with Pspice, the most widely used program in electronics, new key features include a new chapter presenting the basics of switched mode power supplies, thirty-one new examples, and twenty-three PS solved problems.                ",https://1lib.in/dl/487070/cc586a,318,McGraw-Hill,2002,english,"PDF, 7.16 MB"
Instructors Solution Manual Electronic Devices and Circuit Theory,Robert L. Boylestad,https://covers.zlibcdn2.com/covers100/books/57/5b/69/575b69dae2e61887ea53288c7a8df4d3.jpg,Unknown,https://1lib.in/dl/3378467/ac25a5,213,Pearson Prentice Hall,2013,english,"PDF, 3.07 MB"
Principles of Electronic Materials and Devices,Safa O. Kasap,https://covers.zlibcdn2.com/covers100/books/92/07/d4/9207d42eaccdaed4cf6d95d657202620.jpg,"
                    Principles of Electronic Materials and Devices is one of the few books in the market that has a broad coverage of electronic materials that todays scientists and engineers need. The general treatment of the textbook and various proofs leverage at a semiquantitative level without going into detailed physics.                ",https://1lib.in/dl/2934635/c28a09,992,McGraw-Hill Education,2017,english,"PDF, 22.29 MB"
Electronic Devices: Conventional Current Version,Thomas L. Floyd,https://covers.zlibcdn2.com/covers100/books/8d/e6/a5/8de6a53719d1ae53ff705c26d2048d4b.jpg,"
 For courses in basic electronics and electronic devices and circuits  &#160;  A user-friendly, hands-on introduction to electronic devices filled with practical applications and software simulation     Electronic Devices (Conventional Current Version), 10/e,  provides a solid foundation in basic analog electronics and a thorough introduction to analog integrated circuits and programmable devices. The text identifies the circuits and components within a system, helping students see how the circuit relates to the overall system function. Full-color photos and illustrations and easy-to-follow worked examples support the text's strong emphasis on real-world application and troubleshooting. Updated throughout, the Tenth Edition features selected circuits keyed to Multisim V14 and LT Spice files so that students learn how to simulate, analyze, and troubleshoot using the latest circuit simulation software. Additionally, an entirely new Chapter 18, &;Communication Devices and Methods,&; introduces communication devices and systems.                      ",https://1lib.in/dl/5437248/923561,956,Pearson College Div,2017,english,"PDF, 92.35 MB"
"Power electronics handbook: Devices, circuits and applications",Muhammad H. Rashid,https://covers.zlibcdn2.com/covers100/books/8c/43/4c/8c434c6dabd7db228f2b28c538da2898.jpg,"
                    Power electronics, which is a rapidly growing area in terms of research and applications, uses modern electronics technology to convert electric power from one form to another, such as ac-dc, dc-dc, dc-ac, and ac-ac with a variable output magnitude and frequency. Power electronics has many applications in our every day life such as air-conditioners, electric cars, sub-way trains, motor drives, renewable energy sources and power supplies for computers. This book covers all aspects of switching devices, converter circuit topologies, control techniques, analytical methods and some examples of their applications.                ",https://1lib.in/dl/959495/b02711,1192,Academic Press,2006,english,"PDF, 23.24 MB"
Device Modeling for Analog and RF CMOS Circuit Design,Trond Ytterdal,https://covers.zlibcdn2.com/covers100/books/dc/a6/0f/dca60fe36b6c7cbfbef93d6ab3b217f9.jpg,"
                    * Bridges the gap between device modelling and analog circuit design.    * Includes dedicated software enabling actual circuit design.    * Covers the three significant models: BSIM3, Model 9 &, and EKV.    * Presents practical guidance on device development and circuit implementation.    * The authors offer a combination of extensive academic and industrial experience.                ",https://1lib.in/dl/466549/0f9c1a,308,Wiley,2003,english,"PDF, 3.82 MB"
Semiconductor Material and Device Characterization,Dieter K. Schroder,https://covers.zlibcdn2.com/covers100/books/01/14/1d/01141d36af869bc4eac9d15f8d9ae398.jpg,"
                    This Third Edition updates a landmark text with the latest findingsThe Third Edition of the internationally lauded Semiconductor Material and Device Characterization brings the text fully up-to-date with the latest developments in the field and includes new pedagogical tools to assist readers. Not only does the Third Edition set forth all the latest measurement techniques, but it also examines new interpretations and new applications of existing techniques.Semiconductor Material and Device Characterization remains the sole text dedicated to characterization techniques for measuring semiconductor materials and devices. Coverage includes the full range of electrical and optical characterization methods, including the more specialized chemical and physical techniques. Readers familiar with the previous two editions will discover a thoroughly revised and updated Third Edition, including:    * Updated and revised figures and examples reflecting the most current data and information    * 260 new references offering access to the latest research and discussions in specialized topics    * New problems and review questions at the end of each chapter to test readers' understanding of the material In addition, readers will find fully updated and revised sections in each chapter.Plus, two new chapters have been added:    * Charge-Based and Probe Characterization introduces charge-based measurement and Kelvin probes. This chapter also examines probe-based measurements, including scanning capacitance, scanning Kelvin force, scanning spreading resistance, and ballistic electron emission microscopy.    * Reliability and Failure Analysis examines failure times and distribution functions, and discusses electromigration, hot carriers, gate oxide integrity, negative bias temperature instability, stress-induced leakage current, and electrostatic discharge. Written by an internationally recognized authority in the field, Semiconductor Material and Device Characterization remains essential reading for graduate students as well as for professionals working in the field of semiconductor devices and materials.An Instructor's Manual presenting detailed solutions to all the problems in the book is available from the Wiley editorial department.BooknewsDevoted to the characterization techniques used by the modern semiconductor industry to measure diverse semiconductor materials and devices. Coverage includes the full range of electrical and optical characterization methods; more specialized chemical and physical techniques; and innovations such as scanning probe techniques, the detection of metallic impurities in silicon wafers, and the use of microwave reflection to measure contactless resistivity. A new chapter addresses reliability and probe microscopy.                ",https://1lib.in/dl/566952/fca120,790,Wiley-IEEE Press,2006,english,"PDF, 12.44 MB"
Linear circuit design handbook,Analog Devices Inc.  Engineeri,https://covers.zlibcdn2.com/covers100/books/bd/f4/7f/bdf47f2b07981b5e9c43058fc4a3654f.jpg,"
                    This book enables design engineers to be more effective in designing discrete and integrated circuits by helping them understand the role of analog devices in their circuit design. Analog elements are at the heart of many important functions in both discrete and integrated circuits, but from a design perspective the analog components are often the most difficult to understand.  Examples include operational amplifiers,  D/A and A/D converters and active filters.  Effective circuit design requires a strong understanding of the operation of these analog devices and how they affect circuit design.      TABLE OF CONTENTS  CHAPTER 1: THE OP AMP  CHAPTER 2: OTHER LINEAR CIRCUITS  CHAPTER 3: SENSORS  CHAPTER 4 RF/IF CIRCUITS  CHAPTER 5: FUNDAMENTALS OF SAMPLED DATA  SYSTEMS  CHAPTER 6: CONVERTERS  CHAPTER 7: DATA CONVERTER SUPPORT CIRCUITS  CHAPTER 8 ANALOG FILTERS  CHAPTER 9: POWER MANAGEMENT  CHAPTER 10: PASSIVE COMPONENTS  CHAPTER 11: OVERVOLTAGE EFFECTS ON  ANALOG INTEGRATED CIRCUITS  CHAPTER 12: PRINTED CIRCUIT BOARD (PCB)  DESIGN ISSUES                                         Key Features * comprehensive coverage of analog circuit components for the practicing engineer  * market-validated design information for all major types of linear circuits * includes practical advice on how to read op amp data sheets and how to choose off-the-shelf op amps * full chapter covering printed circuit board design issues,                ",https://1lib.in/dl/593605/f3bdbb,954,Elsevier/Newnes Press,2008,english,"PDF, 8.58 MB"
"Digital Electronics. Principles, Devices and Applications [messy]",Anil K. Maini,https://covers.zlibcdn2.com/covers100/books/3f/53/80/3f538094613f595ccd218b310a6bfb28.jpg,"
                    The fundamentals and implementation of digital electronics are essential to understanding the design and working of consumer/industrial electronics, communications, embedded systems, computers, security and military equipment. Devices used in applications such as these are constantly decreasing in size and employing more complex technology. It is therefore essential for engineers and students to understand the fundamentals, implementation and application principles of digital electronics, devices and integrated circuits. This is so that they can use the most appropriate and effective technique to suit their technical need.                ",https://1lib.in/dl/511047/74ba56,741,Wiley,2007,english,"PDF, 76.90 MB"
"Radio Frequency and Microwave Power Amplifiers, Volume 1: Principles, Device Modeling and Matching Networks",Andrei Grebennikov,https://covers.zlibcdn2.com/covers100/books/f0/14/58/f01458eb934bbb6351eabbff4e4affa3.jpg,"
                    Radio Frequency and Microwave Power Amplifiers are finding an increasingly broad range of applications, particularly in communications and broadcasting, but also in the industrial, medical, automotive, aviation, military, and sensing fields. Each application has its own design specifications, for example, high linearity in modern communication systems or high efficiency in broadcasting, and, depending on process technology, capability to operate efficiently at very high frequencies, such as 77 GHz and higher for automotive radars.
Advances in design methodologies have practical applications in improving gain, power output, bandwidth, power efficiency, linearity, input and output impedance matching, and heat dissipation. This essential reference presented in two volumes aims to provide comprehensive, state-ofthe-art coverage of RF and microwave power amplifier design with in-depth descriptions of current and potential future approaches. Volume 1 covers principles, device modeling and matching networks, while volume 2 focuses specifically on efficiency and linearity enhancement techniques. The volumes will be of particular interest to engineers and researchers engaged in RF and microwave amplifier design, and those who are interested in systems incorporating RF and microwave amplifiers.                ",https://1lib.in/dl/5259643/863a40,Unknown,Institution of Engineering & Technology,2019,english,"PDF, 35.34 MB"
